#{"t_start": 1572453377.7591007, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,1022,227.575441
-20.0,1014,457.291859
-21.0,822,665.893868
-21.0,973,893.552241
-21.0,926,1109.67731
-21.0,825,1328.607458
-21.0,849,1546.468689
-20.0,836,1771.341603
-19.0,1189,2006.176666
-21.0,927,2223.122255
-19.0,1009,2449.933352
-18.0,1491,2706.161178
-16.0,1919,2970.835587
-12.0,1998,3250.861138
-21.0,1340,3499.07857
-11.0,2035,3811.695036
-20.0,1900,4089.692533
-12.0,2557,4417.476521
-11.0,2363,4762.389516
9.0,2371,5069.638435
