total_timesteps,explained_variance,fps,nupdates,policy_entropy,value_loss,ep_reward_mean,ep_len_mean
2384000,0.8983792364597321,1120,29800,1.7828344106674194,0.029043424874544144,-19.71,1025.59
2392000,0.8051539957523346,1120,29900,1.780127763748169,0.02045397087931633,-19.71,1022.88
2400000,0.8662238568067551,1120,30000,1.7646691799163818,0.031107719987630844,-19.68,1024.33
2408000,0.9035267755389214,1121,30100,1.7795708179473877,0.022451570257544518,-19.7,1025.92
2416000,0.8965710401535034,1121,30200,1.770273208618164,0.016084477305412292,-19.71,1022.96
2424000,0.90582475066185,1121,30300,1.7827107906341553,0.027377713471651077,-19.74,1017.72
2432000,0.831611156463623,1121,30400,1.7717969417572021,0.03100019320845604,-19.64,1017.93
2440000,0.8996869698166847,1122,30500,1.7752819061279297,0.015092889778316021,-19.62,1019.08
2448000,0.9138617217540741,1122,30600,1.7777888774871826,0.014363830909132957,-19.67,1017.98
2456000,0.7075715959072113,1123,30700,1.775145173072815,0.016193753108382225,-19.67,1018.4
2464000,0.9418272934854031,1123,30800,1.7639713287353516,0.015547973103821278,-19.66,1024.18
2472000,0.8121698200702667,1123,30900,1.7756354808807373,0.025761786848306656,-19.68,1024.3
2480000,0.8680651485919952,1124,31000,1.7728124856948853,0.014842544682323933,-19.69,1023.51
2488000,0.9260390251874924,1124,31100,1.7697902917861938,0.015814419835805893,-19.72,1025.52
2496000,0.7652755081653595,1124,31200,1.7817589044570923,0.046112608164548874,-19.72,1032.17
2504000,0.7039696872234344,1115,31300,1.7739670276641846,0.02453763596713543,-19.81,1030.43
2512000,0.8782487213611603,1115,31400,1.771562933921814,0.05412151664495468,-19.79,1033.64
2520000,0.9515250697731972,1115,31500,1.7823874950408936,0.013912196271121502,-19.8,1038.08
2528000,0.8439411371946335,1116,31600,1.7646598815917969,0.03605465963482857,-19.8,1038.77
2536000,0.9478053525090218,1116,31700,1.778198003768921,0.015875963494181633,-19.82,1044.59
2544000,0.7984800785779953,1116,31800,1.780747413635254,0.036525167524814606,-19.85,1038.35
2552000,0.9435183666646481,1116,31900,1.777589201927185,0.012987586669623852,-19.76,1041.16
2560000,0.7937474846839905,1116,32000,1.7701237201690674,0.042462192475795746,-19.75,1039.78
2568000,0.8612312078475952,1117,32100,1.7806354761123657,0.026361877098679543,-19.74,1040.16
2576000,0.8689480125904083,1117,32200,1.7719919681549072,0.014466931112110615,-19.61,1056.02
2584000,0.7897800207138062,1117,32300,1.7814868688583374,0.023316437378525734,-19.58,1060.11
2592000,0.8953884467482567,1117,32400,1.7697629928588867,0.008546421304345131,-19.62,1059.23
2600000,0.8023955821990967,1118,32500,1.7758525609970093,0.028405874967575073,-19.51,1061.09
2608000,0.9299791157245636,1118,32600,1.7670135498046875,0.019203942269086838,-19.53,1054.59
2616000,0.9221710935235023,1118,32700,1.7524404525756836,0.011695071123540401,-19.4,1069.58
2624000,0.7804587185382843,1118,32800,1.7610785961151123,0.0403468944132328,-19.36,1072.6
2632000,0.8094508200883865,1118,32900,1.770601511001587,0.03335607796907425,-19.28,1077.1
2640000,0.9212091565132141,1119,33000,1.7557437419891357,0.011556865647435188,-19.2,1084.49
2648000,0.966494008898735,1119,33100,1.7616075277328491,0.007059761323034763,-19.19,1079.65
2656000,0.8761352747678757,1119,33200,1.769707441329956,0.024750595912337303,-19.1,1090.42
2664000,0.9450038932263851,1119,33300,1.7441354990005493,0.010513721965253353,-19.15,1094.55
2672000,0.7802302241325378,1120,33400,1.7576640844345093,0.027003923431038857,-19.18,1094.47
2680000,0.936253271996975,1120,33500,1.747593879699707,0.009831687435507774,-19.19,1097.26
2688000,0.9682751372456551,1120,33600,1.7457565069198608,0.007405023090541363,-19.24,1094.14
2696000,0.9296452850103378,1120,33700,1.7733039855957031,0.01606007292866707,-19.18,1098.82
2704000,0.9209507554769516,1120,33800,1.7326126098632812,0.014462554827332497,-19.12,1108.35
2712000,0.9153289049863815,1121,33900,1.759526252746582,0.0188419409096241,-19.21,1107.03
2720000,0.8588840067386627,1121,34000,1.760885238647461,0.021608054637908936,-19.25,1107.83
2728000,0.8787510767579079,1121,34100,1.7707477807998657,0.0209378469735384,-19.28,1104.31
2736000,0.8936368301510811,1121,34200,1.7648643255233765,0.017391646280884743,-19.38,1104.55
2744000,0.8451610803604126,1122,34300,1.7504737377166748,0.013038141652941704,-19.38,1108.17
2752000,0.9196922406554222,1112,34400,1.7616567611694336,0.013204529881477356,-19.31,1112.6
2760000,0.905472069978714,1112,34500,1.7548691034317017,0.011039985343813896,-19.27,1124.84
2768000,0.7591330260038376,1113,34600,1.7610232830047607,0.033519644290208817,-19.36,1111.99
2776000,0.8155964761972427,1113,34700,1.7525389194488525,0.0328897200524807,-19.31,1118.84
2784000,0.8880728706717491,1113,34800,1.7455463409423828,0.012034505605697632,-19.26,1128.22
2792000,0.9274362847208977,1113,34900,1.7647895812988281,0.015441683121025562,-19.27,1127.38
2800000,0.6804041564464569,1114,35000,1.7335624694824219,0.05385193973779678,-19.19,1131.95
2808000,0.8772643357515335,1114,35100,1.743101716041565,0.04073986038565636,-19.13,1139.68
2816000,0.9648166708648205,1114,35200,1.756670355796814,0.007910290732979774,-19.21,1140.91
2824000,0.8617971986532211,1115,35300,1.7508800029754639,0.025852125138044357,-19.15,1149.54
2832000,0.9536424204707146,1115,35400,1.7499580383300781,0.009331390261650085,-19.12,1159.13
2840000,0.9434244856238365,1115,35500,1.6933482885360718,0.01650305837392807,-19.1,1170.83
2848000,0.8810322731733322,1116,35600,1.7288224697113037,0.043330322951078415,-19.06,1173.76
2856000,0.7228169143199921,1116,35700,1.7232544422149658,0.02875998057425022,-19.04,1178.34
2864000,0.6111874282360077,1116,35800,1.7535417079925537,0.049007199704647064,-19.05,1182.62
2872000,0.8616458177566528,1116,35900,1.7276979684829712,0.030573701485991478,-19.1,1186.14
2880000,0.8418305814266205,1116,36000,1.7421401739120483,0.0182485431432724,-19.02,1197.43
2888000,0.9220055192708969,1117,36100,1.7397552728652954,0.02391248382627964,-19.01,1206.26
2896000,0.8153372555971146,1117,36200,1.721429467201233,0.02165588177740574,-18.94,1225.52
2904000,0.8755669817328453,1117,36300,1.7105588912963867,0.026727741584181786,-18.93,1227.34
2912000,0.8267223685979843,1118,36400,1.7466151714324951,0.01564990170300007,-18.9,1237.01
2920000,0.8534858971834183,1118,36500,1.738926649093628,0.018424831330776215,-18.91,1242.52
2928000,0.8330143839120865,1118,36600,1.7324180603027344,0.016274571418762207,-18.98,1246.86
2936000,0.6439737677574158,1118,36700,1.7140954732894897,0.04877316206693649,-18.96,1248.78
2944000,0.9085101187229156,1118,36800,1.7261197566986084,0.015180048532783985,-18.93,1255.93
2952000,0.906171478331089,1119,36900,1.7510268688201904,0.01698066107928753,-18.98,1256.27
2960000,0.8172459751367569,1119,37000,1.7464869022369385,0.010989053174853325,-18.91,1271.86
2968000,0.8259140849113464,1119,37100,1.7321323156356812,0.05082465335726738,-18.84,1280.8
2976000,0.8690567016601562,1119,37200,1.7155027389526367,0.018100347369909286,-18.79,1291.5
2984000,0.7573066204786301,1120,37300,1.7189276218414307,0.021346241235733032,-18.74,1299.92
2992000,0.8021213412284851,1120,37400,1.6873172521591187,0.02737640216946602,-18.66,1325.05
3000000,0.905494399368763,1120,37500,1.7017240524291992,0.010835541412234306,-18.62,1338.65
3008000,0.6787392795085907,1110,37600,1.7325117588043213,0.029136592522263527,-18.66,1341.97
3016000,0.6239987313747406,1110,37700,1.6959844827651978,0.025708263739943504,-18.66,1346.73
3024000,0.8493746370077133,1110,37800,1.691473364830017,0.02107223868370056,-18.62,1358.05
3032000,0.8785460740327835,1110,37900,1.7309494018554688,0.011666973121464252,-18.58,1367.45
3040000,0.6968358755111694,1111,38000,1.7023088932037354,0.013882073573768139,-18.54,1380.91
3048000,0.6960504949092865,1111,38100,1.6707732677459717,0.03392903134226799,-18.49,1390.71
3056000,0.7296198606491089,1111,38200,1.724429726600647,0.022030068561434746,-18.49,1398.08
3064000,0.827834352850914,1111,38300,1.6860319375991821,0.017748791724443436,-18.41,1417.41
3072000,0.6658205687999725,1112,38400,1.740863561630249,0.035324275493621826,-18.41,1432.26
3080000,0.9141223579645157,1112,38500,1.73418390750885,0.018592393025755882,-18.24,1450.87
3088000,0.9029718562960625,1112,38600,1.6760432720184326,0.012989230453968048,-18.22,1463.7
3096000,0.884766474366188,1113,38700,1.7200193405151367,0.028815265744924545,-18.22,1470.3
3104000,0.8651843369007111,1113,38800,1.669854760169983,0.01632200926542282,-18.21,1479.53
3112000,0.8573906272649765,1113,38900,1.7123069763183594,0.011668732389807701,-18.28,1487.83
3120000,0.7052208483219147,1113,39000,1.6567939519882202,0.06630314886569977,-18.29,1493.7
3128000,0.8436851501464844,1114,39100,1.696441411972046,0.019392341375350952,-18.23,1506.86
3136000,0.7311239242553711,1114,39200,1.695085883140564,0.040888916701078415,-18.24,1513.11
3144000,0.4303390383720398,1114,39300,1.6961523294448853,0.023624200373888016,-18.17,1527.68
3152000,0.8484477698802948,1114,39400,1.6903324127197266,0.037248432636260986,-18.15,1530.2
3160000,0.7598810493946075,1114,39500,1.696529746055603,0.015184702351689339,-18.1,1546.32
3168000,0.9262564778327942,1115,39600,1.7116419076919556,0.009679188951849937,-18.07,1558.54
3176000,0.8567262589931488,1115,39700,1.6925554275512695,0.013783472590148449,-17.96,1587.61
3184000,0.8481736481189728,1115,39800,1.664516806602478,0.025448402389883995,-17.88,1591.86
3192000,0.8240897804498672,1116,39900,1.6664148569107056,0.015632223337888718,-17.89,1595.08
3200000,0.8699838668107986,1116,40000,1.6646220684051514,0.026118319481611252,-17.85,1603.75
3208000,0.8001893758773804,1116,40100,1.6825374364852905,0.022259753197431564,-17.88,1607.06
3216000,0.5701144933700562,1116,40200,1.5825496912002563,0.09185799956321716,-17.88,1604.49
3224000,0.7253519296646118,1116,40300,1.6573349237442017,0.023171178996562958,-17.89,1602.64
3232000,0.7659804821014404,1117,40400,1.7295137643814087,0.02176925167441368,-17.84,1605.25
3240000,0.8986018523573875,1117,40500,1.7189505100250244,0.009806848131120205,-17.82,1610.96
3248000,0.8363323956727982,1117,40600,1.6891381740570068,0.02558908984065056,-17.77,1623.32
3256000,0.6501036584377289,1106,40700,1.6627662181854248,0.025900498032569885,-17.64,1631.95
3264000,0.887445256114006,1106,40800,1.7091903686523438,0.02427748776972294,-17.59,1637.48
3272000,0.8579830974340439,1106,40900,1.6896047592163086,0.021620547398924828,-17.51,1643.04
3280000,0.7880369275808334,1107,41000,1.6421045064926147,0.010493714362382889,-17.35,1652.69
3288000,0.902991957962513,1107,41100,1.6232856512069702,0.01486072689294815,-17.32,1654.43
3296000,0.870387077331543,1107,41200,1.6717544794082642,0.019124601036310196,-17.28,1656.56
3304000,0.7870013862848282,1107,41300,1.5879625082015991,0.01445240993052721,-17.26,1650.55
3312000,0.7541600167751312,1108,41400,1.6699844598770142,0.039304811507463455,-17.28,1647.6
3320000,0.8326300382614136,1108,41500,1.659905195236206,0.014683684334158897,-17.12,1650.28
3328000,0.6759958267211914,1108,41600,1.6315507888793945,0.032029908150434494,-17.11,1646.18
3336000,0.6059775650501251,1109,41700,1.6797893047332764,0.06647326052188873,-17.15,1638.13
3344000,0.715494692325592,1109,41800,1.6884905099868774,0.03522755950689316,-17.11,1634.28
3352000,0.7804116457700729,1109,41900,1.6332534551620483,0.023536764085292816,-17.11,1647.5
3360000,0.8463018387556076,1109,42000,1.657726526260376,0.011683175340294838,-16.99,1659.35
3368000,0.9166513904929161,1110,42100,1.7011871337890625,0.010999864898622036,-16.94,1664.67
3376000,0.7938247323036194,1110,42200,1.6446263790130615,0.050566546618938446,-16.91,1666.24
3384000,0.9165956750512123,1110,42300,1.7068135738372803,0.009275710210204124,-16.7,1683.5
3392000,0.8523672670125961,1110,42400,1.6470673084259033,0.024987254291772842,-16.58,1702.25
3400000,0.8741238415241241,1111,42500,1.7114779949188232,0.0110738230869174,-16.55,1705.54
3408000,0.828081026673317,1111,42600,1.7369543313980103,0.015639787539839745,-16.72,1697.83
3416000,0.6437046229839325,1111,42700,1.6699367761611938,0.057129181921482086,-16.76,1699.13
3424000,0.7190665304660797,1111,42800,1.6800174713134766,0.01689520664513111,-16.83,1701.17
3432000,0.7718890309333801,1112,42900,1.6625053882598877,0.020289471372961998,-16.82,1705.8
3440000,0.9001670554280281,1112,43000,1.6631128787994385,0.011365054175257683,-16.76,1710.99
3448000,0.805900439620018,1112,43100,1.6860134601593018,0.019160481169819832,-16.86,1708.31
3456000,0.8616477251052856,1113,43200,1.694480538368225,0.023596283048391342,-16.94,1701.63
3464000,0.851294681429863,1113,43300,1.6289745569229126,0.027650099247694016,-16.9,1715.59
3472000,0.868042603135109,1113,43400,1.7125489711761475,0.01840084232389927,-16.98,1715.18
3480000,0.8460434526205063,1113,43500,1.681309461593628,0.01453954167664051,-16.82,1734.47
3488000,0.8402795940637589,1114,43600,1.6796976327896118,0.006363090127706528,-17.09,1721.94
3496000,0.830981969833374,1114,43700,1.6794559955596924,0.03566604480147362,-17.11,1731.88
3504000,0.8717710375785828,1103,43800,1.6222410202026367,0.015294557437300682,-17.12,1732.73
3512000,0.8081382066011429,1103,43900,1.6756702661514282,0.018645979464054108,-17.13,1737.01
3520000,0.9086777567863464,1103,44000,1.6524425745010376,0.01576237380504608,-16.99,1749.26
3528000,0.5546028316020966,1104,44100,1.584924340248108,0.049582455307245255,-16.86,1758.64
3536000,0.8658007979393005,1104,44200,1.5545315742492676,0.014843383803963661,-16.81,1758.78
3544000,0.8776340410113335,1104,44300,1.7042319774627686,0.012879012152552605,-16.82,1761.99
3552000,0.8329944759607315,1104,44400,1.6685864925384521,0.015487922355532646,-16.77,1762.31
3560000,0.8533223569393158,1105,44500,1.6959556341171265,0.018069574609398842,-16.89,1760.43
3568000,0.7498488426208496,1105,44600,1.7202262878417969,0.034444380551576614,-16.96,1759.64
3576000,0.8734659105539322,1105,44700,1.6623528003692627,0.013391639105975628,-16.81,1769.47
3584000,0.9078663811087608,1105,44800,1.6697585582733154,0.01643400453031063,-16.84,1769.0
3592000,0.766865149140358,1106,44900,1.6797187328338623,0.021074596792459488,-16.82,1768.52
3600000,0.7490822970867157,1106,45000,1.6530752182006836,0.036965642124414444,-16.34,1792.84
3608000,0.8684838563203812,1106,45100,1.59256112575531,0.017418449744582176,-16.13,1808.18
3616000,0.8169595003128052,1107,45200,1.7168147563934326,0.02131795510649681,-15.98,1817.61
3624000,0.7198020219802856,1107,45300,1.6345765590667725,0.012370084412395954,-15.84,1819.14
3632000,0.9318175911903381,1107,45400,1.6573539972305298,0.019108682870864868,-15.78,1826.31
3640000,0.9076440930366516,1107,45500,1.6524873971939087,0.01696096360683441,-15.55,1839.45
3648000,0.5447169542312622,1108,45600,1.6853383779525757,0.03462442383170128,-15.45,1844.31
3656000,0.8670890480279922,1108,45700,1.651942253112793,0.015414407476782799,-15.2,1858.97
3664000,0.6487364172935486,1108,45800,1.5371015071868896,0.052992451936006546,-15.14,1858.49
3672000,0.8561628609895706,1108,45900,1.6981662511825562,0.02219480648636818,-14.93,1877.71
3680000,0.8547488451004028,1109,46000,1.5853759050369263,0.01781560853123665,-15.01,1872.46
3688000,0.6935481429100037,1109,46100,1.6686350107192993,0.0427749827504158,-15.01,1871.97
3696000,0.9054856896400452,1109,46200,1.6399024724960327,0.025148261338472366,-14.98,1877.44
3704000,0.6255393028259277,1109,46300,1.6773370504379272,0.02096482552587986,-14.84,1885.38
3712000,0.903918594121933,1109,46400,1.702806830406189,0.016058873385190964,-14.8,1892.6
3720000,0.7695121169090271,1110,46500,1.6258440017700195,0.03335268795490265,-14.81,1887.81
3728000,0.743254542350769,1110,46600,1.678735375404358,0.028053179383277893,-14.85,1886.01
3736000,0.7004232108592987,1110,46700,1.5746572017669678,0.03551464527845383,-14.76,1890.8
3744000,0.8946071714162827,1110,46800,1.6205246448516846,0.02787718176841736,-14.68,1906.39
3752000,0.8539048731327057,1099,46900,1.6660913228988647,0.027153294533491135,-14.56,1910.16
3760000,0.8439115285873413,1099,47000,1.6820716857910156,0.020872876048088074,-14.45,1920.32
3768000,0.6965509951114655,1099,47100,1.693084716796875,0.019574983045458794,-14.56,1910.95
3776000,0.893090546131134,1099,47200,1.628666639328003,0.019379349425435066,-14.52,1913.44
3784000,0.8504929542541504,1100,47300,1.6439481973648071,0.03716140240430832,-14.29,1935.05
3792000,0.886365033686161,1100,47400,1.5910961627960205,0.019878942519426346,-14.32,1932.57
3800000,0.7882715612649918,1100,47500,1.7188739776611328,0.012443481013178825,-14.28,1937.42
3808000,0.9557955600321293,1100,47600,1.6693172454833984,0.011155444197356701,-14.38,1930.64
3816000,0.8875382095575333,1101,47700,1.6939016580581665,0.009072991088032722,-14.44,1922.71
3824000,0.8622154146432877,1101,47800,1.6846023797988892,0.019737079739570618,-14.29,1930.15
3832000,0.729501485824585,1101,47900,1.7241166830062866,0.0339549258351326,-14.19,1941.94
3840000,0.89894749969244,1101,48000,1.6070327758789062,0.013807209208607674,-14.13,1951.62
3848000,0.8595445603132248,1102,48100,1.6218292713165283,0.014702508226037025,-13.99,1959.35
3856000,0.8697238117456436,1102,48200,1.6999744176864624,0.011070407927036285,-14.33,1938.82
3864000,0.9488151967525482,1102,48300,1.7233060598373413,0.01692507602274418,-14.21,1949.41
3872000,0.6239064037799835,1102,48400,1.6478933095932007,0.03361176699399948,-14.12,1952.24
3880000,0.9292885959148407,1102,48500,1.5706255435943604,0.005049496423453093,-14.12,1951.98
3888000,0.6936792135238647,1103,48600,1.6914352178573608,0.050680600106716156,-14.07,1952.45
3896000,0.4438548684120178,1103,48700,1.6300199031829834,0.01705329120159149,-14.03,1956.81
3904000,0.7485752105712891,1103,48800,1.5761497020721436,0.020111974328756332,-14.18,1942.42
3912000,0.8720731437206268,1103,48900,1.6386550664901733,0.022256622090935707,-14.19,1944.51
3920000,0.954052522778511,1104,49000,1.5940498113632202,0.008409671485424042,-14.06,1957.87
3928000,0.8044232577085495,1104,49100,1.5966124534606934,0.027715414762496948,-13.92,1979.02
3936000,0.9657752774655819,1104,49200,1.5731499195098877,0.008441702462732792,-14.19,1962.92
3944000,0.8410954922437668,1104,49300,1.6285479068756104,0.02962290309369564,-14.09,1966.95
3952000,0.7688644677400589,1105,49400,1.6837486028671265,0.024011535570025444,-13.99,1975.51
3960000,0.7372958958148956,1105,49500,1.6282165050506592,0.015180571004748344,-14.01,1973.11
3968000,0.9072404950857162,1105,49600,1.6697800159454346,0.014759443700313568,-14.15,1965.13
3976000,0.5000540912151337,1105,49700,1.663683533668518,0.059788502752780914,-14.39,1950.38
3984000,0.791217029094696,1106,49800,1.6666138172149658,0.014899504370987415,-14.71,1927.68
3992000,0.8700964599847794,1106,49900,1.5908544063568115,0.02409427985548973,-14.74,1925.82
4000000,0.5913214087486267,1106,50000,1.6534608602523804,0.040892187505960464,-14.97,1912.54
4008000,0.7265013754367828,1094,50100,1.5886385440826416,0.027452940121293068,-14.81,1943.96
4016000,0.5414922833442688,1094,50200,1.6192795038223267,0.030160527676343918,-15.04,1936.23
4024000,0.605645090341568,1094,50300,1.6142332553863525,0.035253170877695084,-15.02,1947.24
4032000,0.9146753698587418,1094,50400,1.6328279972076416,0.01217821054160595,-15.32,1939.56
4040000,0.7686719745397568,1095,50500,1.5884068012237549,0.05718659237027168,-15.41,1935.52
4048000,0.8264121562242508,1095,50600,1.7246363162994385,0.010025420226156712,-15.44,1938.55
4056000,0.71082803606987,1095,50700,1.6953809261322021,0.023428726941347122,-14.84,1984.89
4064000,0.8689149767160416,1095,50800,1.6680090427398682,0.021701842546463013,-14.89,1986.62
4072000,0.725020557641983,1096,50900,1.6684414148330688,0.047418657690286636,-14.79,1991.67
4080000,0.917942501604557,1096,51000,1.6438877582550049,0.014079727232456207,-14.64,2010.78
4088000,0.9163146689534187,1096,51100,1.6573565006256104,0.02528155967593193,-14.54,2016.7
4096000,0.7649950981140137,1096,51200,1.662459373474121,0.02764953300356865,-14.51,2019.75
4104000,0.6592341363430023,1097,51300,1.6301921606063843,0.024421146139502525,-14.33,2040.31
4112000,0.9191375747323036,1097,51400,1.509507417678833,0.023577509447932243,-14.57,2027.8
4120000,0.8519298732280731,1097,51500,1.676656723022461,0.03097819909453392,-14.55,2027.62
4128000,0.6524281799793243,1097,51600,1.6078147888183594,0.039774633944034576,-14.58,2025.03
4136000,0.9156549796462059,1097,51700,1.6063416004180908,0.029444951564073563,-14.67,2016.35
4144000,0.8383326381444931,1098,51800,1.6109321117401123,0.014558045193552971,-14.69,2011.86
4152000,0.8598422259092331,1098,51900,1.62372624874115,0.023831982165575027,-13.96,2080.6
4160000,0.8106695115566254,1098,52000,1.6444530487060547,0.014145229943096638,-13.78,2095.21
4168000,0.7550433278083801,1098,52100,1.690938949584961,0.0534057542681694,-13.78,2095.21
4176000,0.6687932908535004,1099,52200,1.5198538303375244,0.07565225660800934,-13.76,2101.32
4184000,0.6339302659034729,1099,52300,1.5891238451004028,0.06227067857980728,-13.69,2106.8
4192000,0.7740900963544846,1099,52400,1.6074758768081665,0.016579696908593178,-13.23,2139.03
4200000,0.6384824514389038,1099,52500,1.6615164279937744,0.033651240170001984,-12.75,2176.94
4208000,0.8025630861520767,1099,52600,1.6296733617782593,0.01839759387075901,-12.81,2168.72
4216000,0.8082458227872849,1100,52700,1.6211519241333008,0.02450515143573284,-12.77,2166.94
4224000,0.5550466179847717,1100,52800,1.6377766132354736,0.043130598962306976,-12.72,2172.68
4232000,0.8420583009719849,1100,52900,1.616045355796814,0.02679513767361641,-12.61,2178.34
4240000,0.6094914376735687,1100,53000,1.6126210689544678,0.034581270068883896,-12.33,2194.59
4248000,0.7720979303121567,1101,53100,1.6425491571426392,0.0547834113240242,-12.22,2198.06
4256000,0.9054786562919617,1089,53200,1.6543560028076172,0.012666644528508186,-12.25,2192.42
4264000,0.9362190887331963,1090,53300,1.6018539667129517,0.02565198577940464,-11.86,2218.99
4272000,0.9199840947985649,1090,53400,1.497677206993103,0.02398938313126564,-12.18,2197.36
4280000,0.8620124012231827,1090,53500,1.6663326025009155,0.01715899631381035,-12.16,2197.87
4288000,0.8941611126065254,1090,53600,1.5489332675933838,0.032212551683187485,-11.95,2209.22
4296000,0.9619470909237862,1090,53700,1.6756629943847656,0.015297097153961658,-12.09,2194.66
4304000,0.905654788017273,1091,53800,1.5549722909927368,0.02764062210917473,-11.88,2207.32
4312000,0.8235006928443909,1091,53900,1.5649869441986084,0.012915866449475288,-12.0,2198.6
4320000,0.902903638780117,1091,54000,1.5371589660644531,0.041289471089839935,-12.06,2194.63
4328000,0.17881274223327637,1091,54100,1.5347952842712402,0.08121464401483536,-11.8,2211.14
4336000,0.9308706074953079,1091,54200,1.685720443725586,0.006736306939274073,-11.56,2230.27
4344000,0.6912367343902588,1092,54300,1.6170724630355835,0.03110802173614502,-11.29,2252.6
4352000,0.8590910583734512,1092,54400,1.5746567249298096,0.03592133894562721,-11.09,2269.98
4360000,0.8707635253667831,1092,54500,1.6610934734344482,0.017855754122138023,-10.98,2267.63
4368000,0.8388949185609818,1092,54600,1.7112430334091187,0.015518149361014366,-11.36,2224.54
4376000,0.6705479323863983,1092,54700,1.6533187627792358,0.030333328992128372,-11.54,2211.72
4384000,0.9229144304990768,1093,54800,1.565758466720581,0.012988915666937828,-11.72,2200.09
4392000,0.8698572367429733,1093,54900,1.6223900318145752,0.006770504172891378,-11.98,2179.64
4400000,0.7836941182613373,1093,55000,1.624176263809204,0.01989392749965191,-11.86,2191.78
4408000,0.8880099877715111,1093,55100,1.67929208278656,0.02385454624891281,-11.31,2237.94
4416000,0.9390163570642471,1094,55200,1.6007887125015259,0.017563525587320328,-11.16,2254.45
4424000,0.8690219223499298,1094,55300,1.6400226354599,0.011291226372122765,-11.41,2240.96
4432000,0.8650946021080017,1094,55400,1.65622878074646,0.03079196810722351,-11.34,2250.97
4440000,0.6063262522220612,1094,55500,1.6479101181030273,0.07458119094371796,-11.33,2257.99
4448000,0.8338559865951538,1094,55600,1.5306161642074585,0.02324308454990387,-11.4,2248.99
4456000,0.908512607216835,1095,55700,1.5754247903823853,0.023456133902072906,-11.14,2269.74
4464000,0.9312961250543594,1095,55800,1.7143617868423462,0.013019457459449768,-11.52,2246.18
4472000,0.897053949534893,1095,55900,1.6405079364776611,0.012100445106625557,-11.11,2278.34
4480000,0.7739501744508743,1096,56000,1.6396459341049194,0.01459069550037384,-11.17,2266.64
4488000,0.8798387050628662,1096,56100,1.6707851886749268,0.029087062925100327,-10.9,2286.5
4496000,0.8090261965990067,1096,56200,1.617824912071228,0.013378327712416649,-10.82,2291.3
4504000,0.8393542766571045,1084,56300,1.611901044845581,0.037751223891973495,-10.92,2290.24
4512000,0.7534183710813522,1084,56400,1.595085859298706,0.04633479565382004,-10.7,2306.59
4520000,0.8090482503175735,1084,56500,1.6859681606292725,0.01836298778653145,-10.92,2299.37
4528000,0.8918783366680145,1085,56600,1.7345393896102905,0.019547758623957634,-11.04,2293.04
4536000,0.8964065387845039,1085,56700,1.6289838552474976,0.00780956307426095,-10.84,2317.39
4544000,0.6153863370418549,1085,56800,1.4826767444610596,0.039851754903793335,-10.46,2336.04
4552000,0.8117317855358124,1085,56900,1.6972377300262451,0.02984141930937767,-10.32,2347.1
4560000,0.8464961498975754,1085,57000,1.6331809759140015,0.03228675574064255,-10.32,2351.59
4568000,0.8685361742973328,1086,57100,1.6909732818603516,0.01979987695813179,-10.32,2353.1
4576000,0.9279532954096794,1086,57200,1.6626310348510742,0.015203224495053291,-10.5,2339.61
4584000,0.8997887596487999,1086,57300,1.6548417806625366,0.011928698047995567,-10.49,2349.37
4592000,0.8700677007436752,1086,57400,1.6364669799804688,0.029815638437867165,-10.72,2344.37
4600000,0.8080605417490005,1086,57500,1.6246795654296875,0.036338530480861664,-10.58,2363.4
4608000,0.7872548401355743,1087,57600,1.6775623559951782,0.013236628845334053,-10.58,2363.4
4616000,0.827195793390274,1087,57700,1.6143770217895508,0.04978030547499657,-10.18,2388.06
4624000,0.8695493191480637,1087,57800,1.629783272743225,0.04064612090587616,-9.82,2399.3
4632000,0.7508575767278671,1087,57900,1.6557390689849854,0.043331485241651535,-9.54,2425.77
4640000,0.9608302786946297,1088,58000,1.627840280532837,0.013706518337130547,-9.72,2415.6
4648000,0.9777503237128258,1088,58100,1.5736167430877686,0.008830742910504341,-10.14,2381.39
4656000,0.5989607274532318,1088,58200,1.455804467201233,0.05848529189825058,-10.0,2369.04
4664000,0.9432044923305511,1088,58300,1.656057596206665,0.014460320584475994,-9.84,2376.19
4672000,0.7567027062177658,1088,58400,1.5601307153701782,0.030325736850500107,-9.82,2389.41
4680000,0.9301731213927269,1089,58500,1.5788681507110596,0.025837291032075882,-9.58,2406.75
4688000,0.9747609086334705,1089,58600,1.6282390356063843,0.011797599494457245,-9.46,2405.0
4696000,0.8929448351264,1089,58700,1.657538652420044,0.016162049025297165,-9.37,2388.76
4704000,0.8848244622349739,1089,58800,1.6075925827026367,0.03184445947408676,-9.14,2399.48
4712000,0.9635274037718773,1090,58900,1.648554801940918,0.017567472532391548,-9.02,2398.64
4720000,0.9089301154017448,1090,59000,1.6731895208358765,0.017430659383535385,-9.08,2390.16
4728000,0.9693549312651157,1090,59100,1.6180143356323242,0.009457962587475777,-9.16,2383.45
4736000,0.8599482476711273,1090,59200,1.6115081310272217,0.04199181869626045,-9.02,2373.47
4744000,0.9367480874061584,1090,59300,1.6713539361953735,0.014741146937012672,-8.6,2378.02
4752000,0.8955622985959053,1079,59400,1.6483052968978882,0.021056389436125755,-7.49,2378.1
4760000,0.9337030053138733,1080,59500,1.642900824546814,0.034281570464372635,-7.08,2378.57
