#{"t_start": 1572453377.3767807, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,848,217.151499
-21.0,823,448.491702
-21.0,969,674.523119
-21.0,943,892.420477
-21.0,881,1107.832124
-20.0,915,1334.775098
-21.0,819,1545.065021
-19.0,1072,1785.839741
-20.0,904,1992.764888
-20.0,1033,2228.77915
-19.0,1076,2453.397771
-20.0,1224,2691.683363
-18.0,1510,2951.793458
-20.0,1851,3242.828459
-17.0,1856,3528.038999
-19.0,1655,3792.630724
-16.0,1999,4095.988592
-15.0,2266,4403.959513
-9.0,2320,4760.596122
-7.0,2739,5089.750523
1,298.34414
-21.0,851,309.5955
-20.0,840,316.922045
-19.0,913,324.950768
-21.0,825,332.325898
-20.0,842,340.486985
-19.0,966,356.769472
-20.0,900,365.707709
-20.0,1163,375.959077
-20.0,840,383.408746
-20.0,858,390.751338
-21.0,877,402.233665
-21.0,776,413.603922
-21.0,973,478.1905
-21.0,786,488.183378
-20.0,927,496.305077
-20.0,836,503.721127
-21.0,819,510.793852
-21.0,849,518.291662
-21.0,880,526.9687
-21.0,818,537.112039
-20.0,958,551.086441
-21.0,880,558.840188
-20.0,839,566.375077
-20.0,1018,575.308624
-20.0,1040,587.271225
-20.0,928,601.164002
-19.0,1193,611.603595
-21.0,928,619.905305
-20.0,986,628.605101
-21.0,824,695.102324
-19.0,979,703.734998
-21.0,1057,715.934633
-21.0,849,728.065597
-20.0,972,740.410983
-21.0,880,748.103779
-20.0,860,755.658113
-19.0,937,763.911537
-20.0,899,772.798146
-20.0,1054,788.969878
-21.0,939,798.694731
-21.0,845,806.093249
-21.0,912,814.128946
-20.0,840,821.568998
-20.0,897,830.414692
-21.0,835,838.613525
-21.0,838,846.061437
-21.0,791,908.952708
-21.0,1003,917.789
-21.0,935,928.72183
-19.0,1113,944.223735
-20.0,1105,955.779797
-21.0,845,963.313701
-21.0,787,970.25838
-20.0,875,977.99085
-20.0,915,986.06932
-19.0,1060,998.204642
-21.0,884,1011.69878
-20.0,1039,1020.880435
-19.0,938,1028.84741
-21.0,877,1036.535158
-21.0,941,1046.704773
-20.0,934,1061.418938
-21.0,849,1070.734278
-21.0,762,1138.018751
-19.0,926,1146.095681
-20.0,1049,1155.288573
-21.0,914,1163.36738
-20.0,840,1170.622583
-20.0,840,1177.942769
-21.0,849,1185.399978
-21.0,1146,1197.286367
-21.0,850,1207.650457
-21.0,878,1220.13444
-21.0,850,1229.366151
-21.0,884,1237.211932
-21.0,1058,1246.458249
-20.0,1018,1255.374912
-21.0,818,1265.34843
-20.0,837,1278.226653
-20.0,1016,1289.014316
-18.0,1173,1359.537557
-19.0,1048,1368.74146
-19.0,1323,1380.333315
-21.0,968,1390.728659
-20.0,1006,1406.209143
-19.0,991,1414.976025
-20.0,871,1422.601836
-20.0,933,1432.610746
-20.0,839,1440.138836
-21.0,835,1447.560108
-21.0,822,1456.654771
-21.0,960,1471.666725
-20.0,836,1478.982479
-19.0,1039,1488.116973
-20.0,1047,1500.118504
-20.0,1044,1509.358085
-21.0,788,1584.12029
-20.0,913,1593.555075
-19.0,1036,1602.621646
-21.0,796,1609.726846
-21.0,939,1617.918579
-21.0,872,1625.621523
-21.0,821,1634.785867
-20.0,838,1648.654995
-19.0,1101,1658.28237
-19.0,1016,1667.223509
-21.0,842,1676.557185
-21.0,999,1687.215029
-21.0,886,1700.536845
-21.0,778,1707.506969
-20.0,954,1715.91221
-19.0,1075,1725.381764
-20.0,880,1733.084802
-20.0,983,1801.027223
-19.0,1115,1812.592467
-21.0,1022,1821.606302
-18.0,1148,1832.247185
-20.0,834,1843.604761
-20.0,925,1856.454007
-20.0,923,1864.613192
-21.0,879,1872.347889
-20.0,1128,1882.280271
-20.0,1019,1891.224941
-20.0,943,1899.479114
-20.0,900,1907.380806
-20.0,953,1920.917363
-21.0,817,1930.611411
-20.0,917,1938.682028
-18.0,1221,1949.347143
-20.0,1077,2020.760088
-20.0,1031,2030.249124
-21.0,849,2040.938561
-20.0,939,2054.663624
-21.0,861,2062.259343
-20.0,1147,2072.319249
-20.0,1003,2081.232631
-20.0,864,2088.88149
-21.0,971,2097.42077
-20.0,966,2112.081875
-17.0,1300,2129.076682
-21.0,898,2136.903552
-20.0,885,2144.557355
-19.0,1086,2157.798054
-21.0,864,2169.130495
-21.0,883,2178.831172
-21.0,860,2249.38694
-19.0,1005,2258.286694
-21.0,851,2265.752656
-20.0,978,2278.050414
-20.0,999,2293.31861
-19.0,943,2301.539542
-19.0,928,2309.620547
-20.0,918,2317.568903
-20.0,919,2325.717722
-21.0,899,2333.676958
-20.0,979,2346.891776
-19.0,1024,2360.458145
-18.0,1252,2371.452981
-21.0,944,2379.752019
-21.0,907,2387.627119
-19.0,1085,2399.919108
-20.0,989,2481.638607
-21.0,834,2488.989212
-20.0,1026,2497.902988
-20.0,1211,2508.489813
-16.0,1343,2527.581445
-20.0,1112,2540.202572
-21.0,895,2548.046999
-17.0,1340,2559.600152
-20.0,1095,2571.868671
-20.0,1102,2586.993718
-20.0,1101,2596.597567
-19.0,1118,2606.338733
-20.0,1243,2617.303351
-20.0,1223,2628.112626
-20.0,1155,2723.741007
-20.0,990,2732.440644
-17.0,1384,2744.640397
-18.0,1588,2768.82513
-18.0,1254,2779.790848
-18.0,1453,2792.510218
-18.0,1394,2807.384839
-18.0,1316,2824.561574
-16.0,1554,2838.140817
-17.0,1289,2849.328506
-19.0,1465,2865.131685
-19.0,1413,2989.501831
-17.0,1630,3011.897826
-13.0,1802,3029.916185
-20.0,1444,3042.480226
-19.0,2053,3069.024647
-16.0,1789,3084.655545
-19.0,1585,3097.918468
-14.0,1759,3122.27613
-19.0,1398,3134.583649
-21.0,1611,3148.646632
-20.0,1645,3289.104014
-13.0,2137,3312.702394
-18.0,1536,3326.113343
-16.0,1692,3341.84402
-18.0,1543,3362.967588
-17.0,2057,3380.878624
-10.0,2297,3404.839222
-20.0,1721,3424.693085
-16.0,2163,3556.738671
-20.0,1852,3578.842983
-14.0,2098,3602.363131
-14.0,2279,3625.049465
-20.0,1715,3645.356407
-13.0,2039,3663.105227
-20.0,2023,3682.337803
-14.0,1794,3703.573689
-14.0,2170,3850.727829
-18.0,2108,3868.886527
-15.0,2023,3886.439182
-4.0,2807,3921.708125
-17.0,1765,3936.976686
-10.0,2443,3960.038733
-17.0,1787,3983.775973
-10.0,2526,4140.839492
-11.0,3066,4175.686177
-9.0,2799,4204.765063
-19.0,1927,4221.281743
-14.0,2494,4242.8917
5.0,3157,4272.953103
-8.0,3231,4500.565558
-15.0,2631,4529.774528
-7.0,2822,4558.911592
-10.0,2286,4584.247635
-16.0,2283,4603.863379
-5.0,2924,4638.332991
-2.0,3336,4815.286672
6.0,2805,4848.53961
-4.0,2772,4872.497803
-8.0,2584,4905.021937
-5.0,2968,4932.526807
