#{"t_start": 1572453377.057737, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,953,223.682308
-21.0,939,454.539404
-18.0,1090,680.838316
-21.0,880,889.375978
-19.0,1081,1119.103944
-21.0,932,1335.86072
-21.0,897,1549.858868
-21.0,818,1771.162401
-21.0,778,1987.140406
-17.0,1135,2234.174814
-21.0,850,2442.974291
-21.0,1087,2684.594258
-14.0,1772,2964.625434
-16.0,1779,3238.911757
-16.0,1941,3532.192566
-18.0,2308,3827.744722
-14.0,2370,4115.862893
-8.0,2516,4416.399925
-8.0,2424,4765.919298
-9.0,2443,5074.143291
,289.210891
-21.0,781,303.609293
-21.0,787,311.379525
-20.0,1019,320.296614
-21.0,821,327.606593
-20.0,836,334.916252
-21.0,814,345.994182
-21.0,817,358.820457
-21.0,786,365.829367
-20.0,842,373.178174
-20.0,898,381.096057
-21.0,816,388.308032
-20.0,927,397.344326
-20.0,855,410.698066
-21.0,814,472.321805
-21.0,778,485.398602
-21.0,820,492.434312
-20.0,1041,501.587324
-21.0,816,508.811307
-21.0,881,516.553832
-20.0,950,524.856217
-20.0,944,537.081623
-20.0,977,551.202218
-21.0,780,558.106694
-20.0,915,566.29186
-20.0,961,574.720492
-21.0,1029,586.584815
-19.0,957,600.722966
-21.0,1091,610.317679
-21.0,875,618.034625
-20.0,931,626.375499
-20.0,987,694.266912
-19.0,980,702.821827
-20.0,834,711.956962
-21.0,961,724.355058
-19.0,1000,738.793043
-21.0,847,746.163202
-21.0,991,754.971406
-21.0,871,762.573807
-20.0,1078,773.065552
-20.0,923,787.648838
-20.0,835,796.886205
-21.0,897,804.812929
-21.0,960,813.263942
-21.0,862,820.842702
-21.0,881,828.54401
-20.0,1000,839.309627
-21.0,821,846.509269
-20.0,986,911.160249
-20.0,941,919.46355
-19.0,1070,932.52807
-21.0,914,945.23598
-20.0,1076,956.549331
-21.0,791,963.652025
-20.0,914,971.674672
-19.0,1036,980.755594
-21.0,868,988.498602
-20.0,842,999.677866
-21.0,820,1011.680279
-20.0,952,1020.007227
-19.0,1026,1028.861371
-21.0,813,1035.961114
-20.0,989,1046.557244
-20.0,896,1060.88382
-21.0,788,1068.762743
-20.0,928,1138.429718
-21.0,852,1145.858411
-19.0,992,1154.567303
-21.0,868,1162.214934
-20.0,1047,1171.447989
-20.0,1078,1180.836551
-19.0,1120,1192.440668
-20.0,1077,1201.855892
-20.0,1020,1216.996049
-21.0,836,1227.662188
-21.0,819,1234.787424
-21.0,820,1242.055632
-19.0,1016,1250.918393
-20.0,1021,1259.940729
-21.0,820,1272.361316
-20.0,1019,1286.355711
-20.0,929,1354.632016
-20.0,1061,1363.899526
-21.0,786,1370.786042
-21.0,997,1379.551793
-19.0,937,1389.662999
-21.0,922,1403.819364
-21.0,883,1412.196474
-20.0,837,1419.618781
-21.0,967,1428.127454
-18.0,1006,1438.883275
-20.0,901,1446.727381
-19.0,942,1456.977428
-19.0,983,1472.212395
-20.0,1167,1482.41453
-21.0,945,1490.777388
-19.0,974,1502.152392
-21.0,842,1509.611098
-19.0,1011,1587.820405
-20.0,865,1595.480529
-21.0,852,1602.769443
-21.0,882,1610.628906
-20.0,893,1618.489897
-21.0,909,1626.455653
-21.0,924,1638.406185
-20.0,838,1650.365074
-21.0,952,1658.755413
-20.0,842,1666.111494
-21.0,938,1676.26233
-20.0,836,1685.25758
-21.0,791,1698.080645
-20.0,951,1706.490866
-21.0,847,1713.853131
-21.0,848,1721.323852
-21.0,908,1729.328771
-21.0,804,1795.661061
-21.0,866,1804.068884
-18.0,1096,1814.717601
-20.0,1024,1823.768015
-20.0,1129,1835.583297
-21.0,838,1848.4298
-21.0,853,1858.010508
-21.0,1017,1866.984816
-20.0,1050,1876.208312
-20.0,957,1884.506063
-18.0,1265,1895.697074
-20.0,857,1903.153953
-20.0,933,1913.121681
-21.0,1183,1929.359167
-21.0,881,1937.028127
-21.0,1115,1946.921466
-21.0,904,2016.751029
-21.0,877,2024.535535
-19.0,1083,2036.712426
-20.0,956,2051.531058
-20.0,1024,2060.471459
-20.0,867,2068.182941
-21.0,875,2075.983519
-18.0,1169,2086.235981
-20.0,1107,2096.005344
-21.0,968,2109.253872
-20.0,945,2124.095003
-20.0,842,2131.868719
-17.0,1332,2143.434661
-21.0,886,2153.060408
-20.0,1034,2166.76553
-20.0,1285,2244.085764
-21.0,849,2251.43763
-19.0,1216,2262.30396
-21.0,1011,2273.074879
-21.0,878,2286.168225
-20.0,1049,2298.201885
-18.0,1390,2310.30317
-21.0,761,2316.904124
-20.0,917,2325.036031
-19.0,1053,2334.715611
-19.0,1137,2351.691572
-19.0,1053,2362.749702
-21.0,903,2370.689188
-18.0,1172,2381.016619
-20.0,996,2389.627911
-19.0,1250,2474.557526
