#{"t_start": 1572453376.9087079, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,839,217.165819
-20.0,875,451.520169
-20.0,987,675.797365
-20.0,894,890.137178
-21.0,845,1106.741523
-20.0,1042,1341.083164
-20.0,1004,1555.545152
-19.0,1120,1789.012759
-20.0,1099,2002.599247
-20.0,976,2226.662484
-20.0,916,2446.366405
-20.0,1312,2696.670118
-18.0,1567,2954.675244
-18.0,1647,3231.848807
-12.0,2218,3544.924907
-19.0,1662,3793.399911
-15.0,2078,4101.768752
-12.0,2513,4416.427132
-11.0,2081,4747.232393
5.0,2706,5088.520395
0.140005
-19.0,1002,306.864089
-21.0,943,315.188699
-21.0,818,322.416376
-21.0,904,330.28585
-20.0,855,337.812679
-20.0,840,350.98956
-21.0,820,361.942847
-21.0,789,368.95786
-20.0,838,376.384053
-20.0,1095,386.00132
-20.0,839,393.381055
-21.0,878,404.885032
-21.0,776,466.070987
-21.0,842,481.615058
-20.0,839,490.086967
-21.0,781,496.881194
-20.0,887,504.71567
-20.0,832,512.147766
-21.0,785,518.866066
-20.0,977,530.316572
-21.0,897,542.043837
-21.0,849,552.214188
-21.0,868,559.941247
-20.0,948,568.338514
-20.0,952,576.709236
-21.0,876,587.281575
-20.0,856,600.52006
-20.0,942,608.843144
-18.0,1178,619.258558
-20.0,856,626.85841
-21.0,1003,694.905761
-21.0,913,702.90621
-21.0,921,712.967671
-21.0,824,723.895455
-20.0,994,738.271638
-21.0,850,745.757524
-20.0,1003,754.643846
-20.0,987,763.285138
-20.0,893,772.168968
-21.0,881,784.778204
-21.0,1091,797.896929
-20.0,900,805.755332
-21.0,970,814.289106
-21.0,902,822.287275
-20.0,915,832.270657
-21.0,791,839.178541
-21.0,819,846.373199
-19.0,955,910.765393
-19.0,960,919.224149
-20.0,906,929.850401
-21.0,909,943.582752
-21.0,868,953.107461
-21.0,900,961.020539
-20.0,836,968.460529
-21.0,783,975.191204
-20.0,943,983.577862
-21.0,883,994.090307
-21.0,881,1006.778424
-20.0,835,1015.017853
-19.0,1029,1024.00035
-20.0,866,1031.604149
-20.0,980,1040.177022
-20.0,985,1052.534879
-21.0,849,1065.559419
-21.0,1000,1134.070467
-21.0,910,1143.85079
-20.0,836,1151.042389
-19.0,1328,1162.799794
-19.0,1020,1171.780593
-21.0,777,1178.400188
-21.0,789,1185.370043
-21.0,776,1193.957604
-21.0,938,1202.671916
-21.0,877,1214.736138
-21.0,940,1227.696764
-21.0,912,1235.662013
-21.0,1029,1244.654452
-21.0,779,1251.496017
-21.0,781,1258.248295
-21.0,1001,1272.706125
-20.0,957,1285.842051
-21.0,845,1353.383796
-21.0,816,1360.628561
-20.0,836,1367.886559
-21.0,789,1374.847476
-21.0,806,1381.833622
-20.0,1013,1392.679769
-21.0,815,1406.439668
-21.0,1061,1415.82285
-20.0,866,1423.440381
-21.0,939,1433.549727
-20.0,985,1442.207544
-21.0,849,1449.774102
-21.0,779,1458.52451
-21.0,901,1473.038924
-19.0,1138,1482.962504
-20.0,865,1490.630057
-21.0,907,1501.432114
-21.0,823,1508.666197
-21.0,1032,1587.112943
-21.0,822,1594.251127
-21.0,909,1602.174604
-20.0,879,1609.977983
-21.0,911,1617.995869
-21.0,976,1626.607485
-20.0,989,1640.079443
-18.0,1086,1653.323579
-20.0,955,1661.643729
-21.0,921,1671.558552
-21.0,790,1678.600589
-21.0,866,1689.023677
-20.0,875,1701.375315
-19.0,1063,1710.8122
-20.0,920,1718.807429
-20.0,894,1726.716491
-21.0,1028,1795.017705
-21.0,836,1803.145025
-21.0,882,1811.939633
-21.0,821,1819.058707
-21.0,881,1826.971157
-19.0,1033,1838.767708
-20.0,914,1852.236093
-21.0,937,1861.648946
-19.0,989,1870.332192
-21.0,783,1877.320929
-21.0,817,1884.365875
-21.0,928,1892.499182
-21.0,847,1899.921484
-21.0,832,1907.24992
-21.0,1027,1921.946555
-19.0,1005,1932.64927
-20.0,1042,1941.782086
-21.0,763,1948.60137
-21.0,836,2017.888878
-19.0,1094,2027.553226
-21.0,864,2038.814523
-21.0,782,2050.184525
-21.0,824,2058.379166
-21.0,869,2066.061528
-21.0,792,2072.929474
-18.0,1040,2082.129915
-20.0,862,2089.753773
-21.0,816,2096.955507
-19.0,946,2110.992355
-21.0,838,2123.907962
-19.0,1245,2135.265787
-20.0,1139,2145.167269
-21.0,959,2157.216075
-20.0,928,2169.619633
-20.0,896,2178.989279
-18.0,1333,2253.8189
-21.0,871,2261.444116
-20.0,1021,2272.353204
-20.0,999,2287.450407
-18.0,1044,2298.473933
-20.0,892,2306.283199
-20.0,929,2314.404835
-21.0,972,2322.894477
-20.0,989,2331.549403
-21.0,1055,2344.134883
-18.0,1073,2359.545326
-20.0,1048,2368.695015
-19.0,1076,2378.115275
-17.0,1174,2388.384662
-21.0,1152,2402.6985
-17.0,1298,2485.808122
-21.0,874,2493.430959
-20.0,1002,2502.135306
-19.0,1149,2515.81424
-20.0,950,2528.742441
-20.0,927,2538.836446
-20.0,1276,2549.954983
-20.0,1124,2559.655737
-20.0,1112,2572.054305
-20.0,987,2586.171746
-20.0,1169,2596.401978
-19.0,1216,2606.95563
-20.0,993,2615.767699
-16.0,1623,2631.908742
-20.0,1173,2725.910294
-19.0,1018,2734.869341
-18.0,1161,2745.891819
-19.0,1196,2765.877585
-18.0,1372,2777.727851
-17.0,1773,2793.339313
-17.0,1453,2808.760689
-17.0,1377,2826.410828
-18.0,1498,2839.429854
-16.0,1688,2854.232326
-16.0,1674,2877.378865
-19.0,1388,2999.113601
-17.0,1548,3019.968661
-21.0,1588,3033.813314
-18.0,1398,3045.877498
-19.0,1745,3069.858356
-18.0,2014,3087.246548
-13.0,2184,3112.218333
-15.0,1874,3131.370114
-19.0,1857,3147.614552
-17.0,1757,3289.51205
-18.0,1744,3309.274219
-14.0,2380,3329.971629
-13.0,2052,3353.742055
-12.0,1893,3372.966355
-19.0,1594,3386.908374
-18.0,2041,3413.386729
-19.0,1664,3427.888476
-13.0,1927,3557.99329
-18.0,1858,3582.052359
-11.0,2236,3604.826273
-12.0,2154,3626.44404
-17.0,1527,3645.090235
-20.0,1723,3659.993456
-21.0,1414,3672.325215
-19.0,1709,3693.42579
-14.0,2114,3841.29097
-9.0,2378,3861.880234
-11.0,2388,3882.450433
-21.0,1561,3900.411268
-12.0,2278,3926.660207
-12.0,2427,3947.662319
-14.0,2490,3979.373301
-20.0,1912,3995.868621
-6.0,2786,4159.042684
-15.0,2068,4181.477209
-20.0,1980,4203.30694
-12.0,2299,4223.313614
-13.0,2704,4246.555462
-3.0,3373,4285.151141
-16.0,2022,4492.28797
-5.0,3405,4531.505265
6.0,3044,4565.793401
-15.0,1992,4585.411498
-6.0,2941,4610.768576
7.0,3021,4794.306094
-15.0,2075,4812.163109
-8.0,2635,4843.974153
20.0,1564,4857.312914
-9.0,2616,4883.750788
2.0,3037,4918.276731
-17.0,1644,4932.503131
20.0,1645,4949.183872
