#{"t_start": 1572453377.3516068, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,976,224.676211
-20.0,895,452.056277
-21.0,818,666.12514
-21.0,884,889.262642
-21.0,865,1107.019791
-20.0,1148,1345.625281
-20.0,984,1554.249239
-21.0,900,1775.093612
-21.0,790,1987.649105
-20.0,1033,2228.814182
-20.0,945,2447.374693
-17.0,1455,2704.775823
-18.0,1459,2949.290849
-12.0,2090,3255.842782
-19.0,1959,3532.655969
-16.0,2031,3811.781855
-12.0,2121,4103.897873
-9.0,3170,4451.387695
-2.0,2868,4787.153997
-14.0,1789,5039.503245
7.538309
-20.0,895,287.984972
-20.0,853,303.130155
-21.0,778,310.932727
-20.0,910,318.92707
-20.0,831,326.217466
-20.0,865,333.90856
-20.0,896,345.635925
-21.0,822,358.512323
-20.0,860,366.224676
-20.0,1039,375.36095
-21.0,781,382.165409
-20.0,837,389.512995
-20.0,1047,402.436342
-21.0,867,463.529898
-21.0,880,478.41291
-21.0,788,488.379158
-19.0,1045,497.535693
-21.0,826,504.84532
-21.0,781,511.770805
-19.0,1220,522.402272
-18.0,1143,535.322018
-21.0,779,548.678064
-21.0,788,555.656012
-21.0,777,562.456522
-20.0,950,570.883141
-21.0,787,577.877653
-21.0,901,590.501308
-21.0,967,602.806621
-19.0,1002,611.612012
-21.0,902,619.704279
-21.0,999,687.714595
-20.0,868,695.396813
-21.0,870,703.053209
-21.0,822,712.039883
-20.0,838,722.32949
-21.0,779,735.754072
-20.0,1065,745.169518
-18.0,1105,754.931386
-20.0,842,762.28022
-20.0,838,769.727278
-21.0,988,783.49489
-21.0,788,794.712288
-21.0,847,802.223658
-20.0,1097,811.832449
-20.0,902,819.636872
-20.0,830,826.95331
-20.0,884,836.67941
-21.0,885,844.50306
-20.0,1139,910.459085
-21.0,822,917.682526
-21.0,882,928.150038
-21.0,776,940.688936
-21.0,787,947.679703
-21.0,818,956.592368
-19.0,947,965.031806
-19.0,1168,975.250682
-20.0,899,983.245548
-21.0,780,991.079476
-20.0,899,1004.568879
-21.0,880,1014.312333
-18.0,1240,1025.17385
-21.0,808,1032.228903
-20.0,892,1040.045373
-18.0,1135,1055.070668
-20.0,914,1067.319491
-20.0,1016,1137.737607
-21.0,884,1145.434645
-21.0,969,1153.94814
-20.0,1025,1162.988586
-20.0,838,1170.188608
-20.0,840,1177.549051
-20.0,1019,1186.522833
-21.0,780,1195.187111
-18.0,1120,1207.917011
-20.0,862,1220.717608
-20.0,835,1229.362515
-20.0,993,1238.111447
-21.0,783,1244.947995
-20.0,969,1253.49072
-20.0,962,1263.78851
-21.0,943,1279.416084
-19.0,986,1289.077777
-21.0,1163,1359.528018
-19.0,930,1367.626738
-21.0,836,1375.051631
-21.0,786,1381.813455
-21.0,946,1392.086955
-21.0,900,1406.614687
-20.0,896,1414.523624
-20.0,889,1422.310471
-21.0,838,1430.57621
-21.0,787,1438.593662
-20.0,1020,1447.656059
-21.0,957,1457.830826
-19.0,992,1473.196933
-20.0,875,1480.849945
-19.0,1067,1490.260654
-21.0,811,1500.183844
-20.0,1076,1509.733131
-20.0,965,1587.520193
-21.0,844,1594.920123
-18.0,1075,1604.361449
-20.0,872,1611.936454
-21.0,858,1619.541039
-19.0,929,1627.769
-21.0,849,1639.960809
-19.0,938,1651.800066
-21.0,841,1659.282059
-20.0,914,1667.256447
-20.0,913,1677.166094
-21.0,908,1687.053049
-21.0,985,1701.298937
-21.0,1025,1710.384232
-20.0,925,1718.461751
-20.0,836,1725.882017
-21.0,786,1732.754141
-21.0,973,1800.581174
-21.0,839,1808.60079
-19.0,1021,1818.658985
-21.0,895,1826.675068
-20.0,841,1836.334948
-19.0,991,1850.933415
-20.0,931,1860.363863
-18.0,1033,1869.372764
-20.0,1126,1879.287329
-21.0,761,1886.066976
-19.0,1058,1895.325668
-20.0,882,1902.947207
-19.0,1123,1914.698973
-20.0,976,1929.047597
-21.0,821,1936.117826
-19.0,1072,1945.551432
-21.0,937,2015.849226
-20.0,988,2024.596588
-21.0,943,2035.58157
-20.0,998,2049.810755
-21.0,941,2059.014606
-21.0,819,2066.281845
-20.0,984,2074.979634
-20.0,961,2083.41377
-20.0,931,2091.573224
-20.0,1163,2103.55046
-20.0,864,2120.237409
-21.0,816,2127.780659
-18.0,1389,2140.517934
-20.0,1089,2151.267102
-19.0,1030,2164.067926
-21.0,1102,2178.051998
-18.0,1078,2250.503708
-19.0,1198,2261.10644
-19.0,1014,2271.823567
-20.0,1082,2287.848085
-18.0,1167,2299.886212
-18.0,1203,2310.422402
-21.0,939,2318.604586
-19.0,1091,2328.243614
-20.0,903,2338.053921
-16.0,1247,2356.506305
-20.0,1032,2365.467208
-19.0,1117,2375.252403
-21.0,761,2381.891033
-19.0,1082,2391.290046
-18.0,1165,2476.46182
-20.0,944,2485.724831
-21.0,988,2494.383025
-20.0,983,2502.973159
-20.0,964,2514.1139
-21.0,779,2523.560628
-21.0,968,2536.695513
-20.0,1437,2549.391625
-20.0,1003,2558.054634
-18.0,1230,2571.439871
-19.0,1095,2586.525208
-20.0,1085,2595.964243
-19.0,1203,2606.454348
-18.0,1317,2618.208259
-20.0,1173,2628.44594
-20.0,1169,2724.17982
-17.0,1314,2735.797205
-19.0,1480,2752.535204
-20.0,1044,2768.209907
-21.0,1166,2778.367976
-20.0,1173,2788.631422
-17.0,1449,2801.752865
-18.0,1316,2821.212398
-18.0,1323,2832.800782
-19.0,1258,2843.631121
-17.0,1547,2857.276449
-20.0,1468,2878.536713
-15.0,1778,3005.497912
-20.0,1374,3023.072257
-20.0,1318,3034.504461
-20.0,1632,3051.293392
-18.0,1552,3070.942976
-18.0,1504,3084.026559
-14.0,1854,3101.62511
-19.0,1912,3125.359507
-19.0,1509,3138.669661
-17.0,1891,3277.119691
-14.0,2105,3304.626355
-14.0,1889,3321.000931
-21.0,1616,3335.281051
-17.0,1765,3359.214663
-20.0,1682,3373.753067
-19.0,1616,3387.89282
-18.0,1631,3409.006889
-20.0,1417,3423.213455
-20.0,1748,3551.611444
-21.0,1657,3567.045242
-19.0,1629,3590.55398
-15.0,2029,3609.241341
-19.0,1618,3626.111255
-15.0,2210,3650.688859
-8.0,2421,3671.7529
-21.0,1644,3690.654278
-18.0,2004,3712.600306
-20.0,1967,3856.198731
-12.0,2339,3876.354149
-13.0,2297,3900.848814
-8.0,2337,3927.433143
-15.0,2351,3947.813502
-10.0,2557,3980.085763
-9.0,2392,4135.952229
-9.0,2802,4168.642939
-20.0,1630,4182.770832
-18.0,1983,4204.681687
-19.0,1750,4219.716178
-5.0,3177,4247.125578
-18.0,2241,4269.36157
-12.0,2410,4486.45157
-6.0,3045,4522.539931
-17.0,1940,4539.3409
1.0,3488,4579.803445
9.0,2707,4603.153961
-6.0,2715,4634.325593
-7.0,2583,4806.293023
3.0,2853,4840.109477
15.0,1925,4856.507092
5.0,2901,4885.368448
18.0,1722,4906.699624
-6.0,2857,4933.23955
