#{"t_start": 1572313019.5482075, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,1076,300.527067
-16.0,1673,633.299495
11.0,2273,996.975965
20.0,1566,1356.438159
19.0,1634,1760.25546
18.0,2011,2186.911995
20.0,1627,2579.590321
20.0,2042,3011.469803
21.0,1573,3400.406823
18.0,2360,3517.236858
16.0,2209,3867.444566
17.0,2140,4293.718859
15.0,2993,4711.559606
19.0,1970,5098.777619
20.0,2131,5494.899719
21.0,1573,5839.404209
21.0,2092,5939.284012
16.0,2575,6322.515611
17.0,2686,6723.603329
20.0,1911,7075.272981
20.0,1877,7446.979853
20.0,2129,7864.218021
20.0,2833,8271.960795
21.0,1578,8588.672033
19.0,1911,8974.917863
-19.0,1287,9317.399711
18.0,2455,9775.83965
20.0,2729,10159.065118
20.0,1717,10492.223692
21.0,2529,10904.39564
21.0,1578,11229.673808
20.0,2036,11634.191656
19.0,2628,12035.290855
21.0,2528,12413.439507
21.0,2531,12794.783616
20.0,2581,13167.696989
20.0,2108,13517.69904
20.0,2070,13904.293173
21.0,1576,14256.963514
21.0,1574,14649.139304
20.0,2074,15047.307967
