#{"t_start": 1572313019.8114204, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,1162,303.917097
-19.0,1463,621.779091
16.0,1989,982.198591
8.0,2696,1413.867259
20.0,2001,1778.341814
14.0,2631,2217.458074
14.0,2310,2613.563198
20.0,1613,2989.97626
21.0,1579,3400.476768
20.0,2073,3502.559317
20.0,2072,3859.749946
20.0,2036,4288.070608
20.0,2069,4667.647974
19.0,2141,5106.432637
18.0,1863,5481.52169
21.0,1576,5839.320527
20.0,2132,5941.630942
16.0,2678,6327.140439
20.0,2011,6689.920377
20.0,2132,7085.977191
21.0,1785,7441.89638
21.0,2533,7883.854232
20.0,1819,8221.735402
21.0,1579,8588.507101
21.0,2649,9012.687379
19.0,2673,9387.493722
20.0,2070,9755.493932
19.0,2760,10160.478904
19.0,1792,10495.281739
21.0,2594,10907.703859
18.0,2895,11296.424293
19.0,2205,11641.984983
21.0,1572,11982.171882
21.0,2529,12413.222098
21.0,1573,12746.178388
21.0,1573,13115.725589
15.0,3091,13565.192456
21.0,2594,13929.564118
20.0,2068,14280.032405
21.0,2594,14698.532173
20.0,2073,15046.984878
