#{"t_start": 1572313019.0321815, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,777,286.828502
-18.0,1579,628.815603
12.0,2341,1000.809332
7.0,2690,1414.359857
8.0,3184,1837.953645
14.0,2490,2211.434886
19.0,2299,2613.505827
16.0,2209,3020.554707
20.0,1623,3403.659543
20.0,2072,3505.582858
15.0,2267,3870.312988
19.0,1917,4282.868983
20.0,2069,4668.414048
20.0,1817,4755.642774
21.0,1573,5081.63813
19.0,1874,5482.797833
21.0,1579,5840.33566
20.0,2069,5938.934151
18.0,2754,6331.694582
20.0,2096,6694.823706
20.0,1980,7078.944467
18.0,2827,7495.943056
20.0,1670,7841.990676
21.0,1575,8209.635748
21.0,2592,8639.312799
20.0,2073,8983.37581
20.0,2010,9354.572139
18.0,2232,9764.988011
21.0,2531,10149.700989
21.0,1574,10485.715091
20.0,2065,10880.963776
21.0,2532,11278.820818
20.0,2067,11636.148658
21.0,2594,12034.044255
21.0,2593,12416.85713
21.0,1574,12747.030492
20.0,2069,13142.033605
21.0,2527,13538.574199
21.0,2530,13927.369715
20.0,2067,14280.7053
21.0,2530,14696.381041
20.0,2068,15047.522464
