#{"t_start": 1572313019.102468, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,976,295.955872
-20.0,1777,639.064338
13.0,2632,1016.213748
17.0,1919,1375.202003
20.0,2001,1779.007869
17.0,2026,2188.156893
20.0,1988,2597.897894
12.0,2450,3032.659186
20.0,2067,3425.187015
-4.0,3148,3913.313981
18.0,1836,4278.472969
11.0,3701,4746.936406
12.0,2391,5119.022115
21.0,1575,5468.401057
9.0,3735,5943.973607
13.0,2822,6335.031706
20.0,2159,6697.846175
21.0,1572,7057.933134
20.0,2524,7479.880135
21.0,1787,7847.38024
21.0,2527,8257.378614
16.0,2211,8620.77842
21.0,1578,8959.436123
21.0,1577,9331.973604
20.0,1639,9734.465123
20.0,2129,10129.451379
21.0,2590,10534.122385
21.0,1574,10856.617384
20.0,2639,11284.10618
20.0,2070,11636.257223
21.0,2533,12031.258128
20.0,1677,12371.676568
21.0,1579,12747.26509
21.0,1575,13116.547115
21.0,1572,13491.504287
20.0,2067,13904.517474
19.0,2629,14308.649992
20.0,2070,14673.364626
20.0,2074,15047.728822
849,367.065117
-21.0,882,373.486543
-20.0,1055,381.77664
-21.0,842,388.050931
-20.0,913,395.111067
-21.0,1050,403.207801
-18.0,1070,411.123711
-18.0,1213,420.390665
-21.0,999,428.078871
-20.0,1064,436.115697
-18.0,1331,446.725273
-20.0,865,453.688131
-18.0,1417,464.799461
-20.0,1132,473.540134
-19.0,1296,484.33895
-18.0,1369,495.092886
-21.0,1241,505.170895
-19.0,1330,515.855186
-18.0,1463,527.464244
-19.0,1681,540.713457
-17.0,2004,656.71827
-17.0,2055,672.67222
-17.0,1994,688.034106
-19.0,2013,703.24471
-18.0,1867,717.555861
-14.0,1995,732.656464
-17.0,1731,745.140019
-18.0,2059,760.311332
-18.0,1959,775.296648
-17.0,1835,788.557433
-18.0,2470,806.761543
-19.0,1768,820.043701
-2.0,3509,845.574134
6.0,2805,866.238329
12.0,2096,882.492394
7.0,2932,1062.617891
12.0,2220,1079.854653
14.0,2155,1096.431052
19.0,1772,1110.546775
4.0,3258,1135.833487
12.0,2422,1154.43784
5.0,2770,1175.193847
13.0,2637,1194.761474
17.0,1685,1207.18105
6.0,2991,1229.976169
4.0,3211,1253.89771
18.0,2164,1270.126761
-2.0,3446,1458.129753
19.0,1746,1471.840844
7.0,3050,1495.999906
21.0,1573,1508.008194
12.0,2594,1528.074606
20.0,1626,1540.397475
16.0,2398,1558.604131
18.0,1801,1571.91845
19.0,1639,1584.127242
20.0,1632,1596.399347
15.0,1925,1610.827147
1.0,3538,1636.48004
17.0,1818,1649.966533
17.0,2035,1665.464032
20.0,1616,1677.899384
19.0,1778,1859.839567
20.0,1615,1872.116959
20.0,1614,1884.684897
19.0,2147,1901.668462
19.0,1855,1916.482162
19.0,1755,1929.957522
20.0,1615,1942.091376
20.0,1712,1955.408719
17.0,1843,1968.91882
20.0,2185,1985.249299
14.0,2379,2003.264729
-2.0,3628,2029.825701
-2.0,3523,2055.549283
20.0,2041,2070.599618
20.0,1750,2083.068517
16.0,2410,2277.174139
18.0,2136,2293.946168
3.0,3328,2319.379733
-1.0,4257,2351.241896
20.0,1616,2363.555826
19.0,1650,2375.709914
16.0,2033,2390.810468
20.0,1617,2403.177732
19.0,2114,2418.87263
16.0,1949,2433.351253
19.0,1769,2446.551266
20.0,1563,2458.588187
-2.0,3452,2484.579026
20.0,1819,2498.785863
18.0,2066,2689.389462
20.0,2050,2705.201896
20.0,1619,2717.225007
20.0,2073,2732.273775
20.0,2068,2747.627171
20.0,1616,2759.363713
8.0,2688,2779.448648
20.0,1616,2791.44659
19.0,1791,2804.704123
19.0,1832,2818.181951
3.0,3452,2844.089168
19.0,1714,2857.054743
19.0,1736,2870.070748
21.0,1575,2881.877401
16.0,2265,2898.701801
19.0,2252,3095.590037
20.0,1615,3108.094698
3.0,3411,3133.334208
7.0,2987,3155.281906
21.0,1578,3167.068445
20.0,1701,3179.979279
5.0,3254,3203.899525
20.0,1618,3215.909314
19.0,1855,3229.514428
20.0,2067,3244.986617
20.0,2071,3260.298276
20.0,2074,3275.684645
21.0,1578,3287.246757
3.0,3414,3313.946422
17.0,2648,3531.038484
20.0,2068,3546.588135
20.0,2071,3562.293768
19.0,2080,3577.04964
21.0,1576,3588.493555
21.0,1575,3600.57195
20.0,1615,3612.497283
18.0,1920,3626.086412
19.0,1715,3638.938718
21.0,1573,3650.713215
16.0,2211,3667.136941
16.0,2482,3686.461956
17.0,1905,3701.250242
20.0,1819,3715.150829
18.0,2127,3731.963828
17.0,1853,3745.992734
20.0,2069,3952.922254
20.0,2072,3969.322466
20.0,2041,3984.736297
21.0,1576,3996.446235
18.0,2040,4011.775904
20.0,2125,4027.730922
19.0,1874,4041.550104
20.0,2073,4057.426223
20.0,2067,4073.136168
20.0,2072,4088.544374
20.0,1617,4101.380852
20.0,2002,4116.707701
20.0,2070,4132.086257
19.0,2098,4148.78076
17.0,2130,4165.121898
20.0,2039,4181.375396
10.0,2392,4337.329558
18.0,2185,4354.033552
21.0,1972,4368.985979
21.0,1576,4380.590763
2.0,3374,4405.884059
19.0,1940,4420.602936
20.0,1613,4432.865049
20.0,2070,4447.898044
21.0,2034,4463.204027
15.0,2658,4484.257957
20.0,2071,4500.296652
19.0,2024,4515.637436
20.0,1695,4529.230172
17.0,1985,4544.67338
20.0,2007,4560.423
18.0,2145,4772.849073
20.0,2073,4788.318889
17.0,2550,4807.053377
20.0,1755,4819.876291
20.0,2071,4835.429081
20.0,1784,4849.784734
20.0,2073,4865.723682
17.0,2526,4884.944223
20.0,2072,4901.326467
21.0,1577,4913.783929
14.0,2953,4937.178112
18.0,2044,4953.292834
19.0,2134,4969.882945
18.0,2514,4989.676276
20.0,2103,5006.46156
20.0,2072,5169.574132
20.0,1760,5182.610008
20.0,1625,5194.942523
18.0,2111,5210.322739
21.0,1574,5222.350078
20.0,2132,5238.689871
18.0,1914,5252.847612
21.0,1576,5265.043968
17.0,2056,5281.274363
19.0,1654,5294.608269
21.0,1572,5306.499027
19.0,2434,5325.10766
20.0,2102,5341.843942
18.0,2337,5359.914318
21.0,1575,5371.976494
21.0,1578,5384.317555
16.0,2629,5530.68383
20.0,2067,5546.074125
21.0,1575,5557.407466
20.0,2069,5572.953574
10.0,3327,5598.163906
20.0,2069,5614.099566
20.0,1564,5626.479056
21.0,1575,5639.229615
21.0,2273,5657.152428
20.0,2128,5673.148126
21.0,1576,5685.688875
21.0,1625,5698.730304
13.0,2449,5717.87427
21.0,1623,5730.849359
19.0,2434,5749.427413
17.0,2365,5964.362744
21.0,1579,5976.145082
21.0,1576,5988.269513
21.0,2112,6005.02925
21.0,1573,6017.658346
19.0,1941,6033.140779
17.0,2924,6055.95056
18.0,1803,6069.99269
13.0,2708,6090.932955
20.0,1641,6103.63624
21.0,1572,6116.158426
20.0,2495,6136.110757
18.0,2214,6153.708254
20.0,2135,6170.198794
21.0,1573,6182.713838
20.0,2098,6199.332466
20.0,1636,6360.230017
20.0,2219,6377.46422
17.0,2351,6396.167909
21.0,1573,6408.581836
20.0,2127,6425.056484
20.0,2132,6442.138438
20.0,2131,6458.743766
21.0,2011,6473.766747
20.0,2071,6490.134262
21.0,1782,6503.459067
20.0,2158,6520.30625
21.0,1786,6534.258101
20.0,1697,6547.184154
20.0,2156,6564.208199
21.0,2527,6583.443601
21.0,1573,6595.176055
21.0,2212,6756.658095
20.0,2134,6773.402526
20.0,1614,6786.591751
20.0,1638,6799.742312
20.0,2201,6817.169284
19.0,1714,6830.694936
21.0,1573,6843.273714
20.0,1743,6857.004643
19.0,1784,6870.992189
17.0,2323,6889.340021
19.0,1777,6902.610061
20.0,1678,6915.900165
20.0,2096,6931.850549
19.0,2149,6948.34552
20.0,2089,6963.857913
21.0,1891,6977.829855
21.0,1574,7124.882784
19.0,2570,7144.897913
20.0,1641,7157.548779
20.0,2134,7174.339203
17.0,2897,7196.336923
19.0,2161,7213.575429
16.0,2816,7235.618551
20.0,1903,7250.222936
21.0,1572,7262.773813
20.0,2159,7279.157793
17.0,2797,7301.116108
20.0,2193,7317.389719
21.0,1577,7329.289792
18.0,1921,7343.801432
21.0,2528,7362.495545
21.0,2532,7543.131392
21.0,1573,7554.640664
19.0,1866,7569.254823
21.0,2531,7589.724539
18.0,2199,7606.9447
19.0,2165,7624.279844
20.0,2133,7641.28607
20.0,1644,7653.475945
15.0,2692,7674.273556
18.0,2817,7695.621936
20.0,1616,7707.762886
17.0,2787,7728.734014
20.0,1636,7740.834291
14.0,2327,7758.29553
19.0,1790,7900.543034
21.0,1784,7914.524302
20.0,2192,7931.498765
18.0,2245,7949.280834
21.0,2527,7968.863504
21.0,1577,7981.425113
21.0,2527,8001.180228
21.0,2529,8020.526259
20.0,2131,8036.42818
21.0,2531,8055.479654
20.0,2128,8072.594656
21.0,1577,8084.751974
19.0,1837,8098.684287
21.0,1576,8110.279651
21.0,1576,8121.959749
21.0,1572,8133.971283
20.0,2067,8290.412159
19.0,2732,8311.198283
21.0,2529,8330.571802
18.0,2042,8346.138235
21.0,2528,8365.814066
20.0,1618,8378.755908
20.0,2065,8394.980882
20.0,2001,8410.031501
19.0,1887,8423.942962
18.0,2850,8445.236522
20.0,1942,8459.793602
21.0,2531,8478.571228
20.0,2132,8494.633254
20.0,1614,8506.679633
21.0,1572,8646.872054
20.0,1618,8659.620691
-20.0,913,8666.83118
20.0,2097,8683.362846
21.0,1579,8695.552723
15.0,2768,8717.192569
21.0,2533,8737.650163
21.0,1576,8750.272184
20.0,2161,8767.411277
21.0,1577,8779.809464
