#{"t_start": 1572313019.9904144, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,940,293.651104
-17.0,1669,632.666978
9.0,2953,1030.663805
4.0,3256,1441.78019
20.0,1613,1758.628443
19.0,1797,2175.416943
6.0,3074,2652.389549
19.0,2149,3016.524829
3.0,3534,3496.701506
16.0,2768,3894.004033
18.0,1830,4277.322189
21.0,2033,4665.574178
18.0,1970,5098.343399
19.0,1794,5477.883261
20.0,2073,5863.31442
20.0,2128,6301.121694
20.0,2150,6696.54099
16.0,2433,7100.882305
10.0,3316,7519.313597
21.0,2654,7889.724978
18.0,1715,8215.866726
18.0,2243,8621.407753
20.0,1733,8965.673244
19.0,2664,9386.892041
21.0,1575,9730.919125
19.0,2132,10128.742727
20.0,2340,10521.039914
16.0,2652,10910.591979
21.0,2530,11277.767689
20.0,2669,11666.153153
20.0,2067,12006.514852
21.0,2531,12413.154806
21.0,2592,12797.189437
21.0,2532,13164.674688
20.0,2070,13515.356559
20.0,2069,13903.801884
21.0,1574,14256.380988
21.0,1577,14648.906366
21.0,1578,15021.547953
