#{"t_start": 1572313019.8870597, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,945,293.961274
-18.0,1657,632.212356
15.0,2360,1001.098222
15.0,2100,1383.870032
18.0,1863,1771.263342
18.0,1755,2173.484179
20.0,2067,2600.817113
16.0,2182,3018.459929
2.0,3536,3496.91209
21.0,1576,3834.237178
20.0,1788,3922.732307
17.0,2048,4288.772507
18.0,1992,4663.567415
17.0,2310,5114.110663
21.0,1783,5477.424016
21.0,2110,5865.082757
21.0,1574,5940.00471
16.0,2607,6323.718973
20.0,1837,6681.198602
20.0,1725,7065.392822
17.0,1990,7452.442161
20.0,2128,7863.801159
20.0,1976,8229.203274
21.0,1578,8588.34342
21.0,1781,8967.831018
20.0,2135,9360.076615
20.0,2613,9783.781455
20.0,2604,10152.553205
21.0,1576,10484.982662
21.0,2592,10907.480843
21.0,2695,11286.209293
19.0,2096,11636.866166
20.0,2068,12006.701963
21.0,2528,12413.103196
21.0,2592,12797.266335
20.0,2067,13141.044989
20.0,2194,13521.883369
21.0,2589,13929.264659
20.0,2073,14280.226784
21.0,1573,14648.759399
21.0,1574,15021.436427
