#{"t_start": 1572313020.0249949, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,862,289.832277
-17.0,1656,632.00072
17.0,1916,978.238356
20.0,2037,1380.381769
19.0,1826,1769.136266
7.0,3053,2237.845996
4.0,3378,2667.218237
20.0,1613,2989.746846
14.0,2679,3454.663767
7.0,3135,3911.829578
13.0,2757,4324.128379
20.0,1664,4646.829545
21.0,1574,4722.899607
21.0,1574,5080.722413
20.0,2002,5488.164445
20.0,2070,5863.069804
14.0,3145,6349.733275
17.0,2265,6702.190391
18.0,2750,7116.606321
21.0,2531,7479.316696
20.0,2121,7863.267933
17.0,2175,8239.050766
20.0,1616,8590.31048
17.0,1918,8974.720682
21.0,1572,9330.827968
20.0,2097,9756.711593
19.0,1995,10121.594795
20.0,2088,10508.580891
21.0,2109,10882.142989
20.0,2072,11254.19542
20.0,2069,11635.267456
21.0,1574,11982.059081
19.0,2424,12407.544588
19.0,1759,12755.742232
19.0,2155,13145.650385
21.0,1573,13490.667555
21.0,2532,13926.501129
20.0,2132,14282.85571
21.0,2595,14698.376673
21.0,2592,15072.511091
