#{"t_start": 1572313019.5741777, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,1106,301.855052
-20.0,1548,626.68818
13.0,2422,1004.417656
4.0,3220,1440.324237
18.0,1687,1762.744147
4.0,3495,2260.784912
18.0,2042,2599.961181
16.0,2235,3021.252152
20.0,2072,3424.981726
21.0,2029,3857.732781
20.0,2072,4290.424634
14.0,3063,4714.819925
20.0,2249,5111.306724
19.0,1864,5481.805413
20.0,2134,5866.690786
21.0,1577,5942.035236
20.0,2072,6298.800503
20.0,2158,6697.321663
21.0,1577,7057.736503
20.0,2073,7456.54507
21.0,2531,7883.907986
21.0,1574,8209.000593
19.0,1653,8592.635274
21.0,2528,9006.824823
20.0,2430,9375.704298
17.0,2307,9768.267035
21.0,2693,10157.283776
20.0,2192,10514.002632
20.0,2131,10883.527493
20.0,2067,11254.379986
21.0,2532,11659.074122
20.0,1800,11993.882334
21.0,2409,12407.22638
21.0,2530,12794.662923
20.0,2670,13171.962639
18.0,2332,13528.831382
20.0,2071,13904.321169
21.0,2532,14303.428463
20.0,2067,14672.73728
21.0,1572,15021.595997
090,376.393426
-19.0,1104,385.146345
-20.0,1064,393.206055
-20.0,920,400.068741
-21.0,821,406.48946
-20.0,1007,413.929149
-18.0,1112,422.615219
-20.0,951,429.808204
-19.0,1027,437.589091
-18.0,1299,447.979685
-18.0,1177,457.384019
-19.0,1050,465.475611
-21.0,1122,474.414329
-19.0,1302,484.959564
-19.0,1845,499.839903
-21.0,1775,513.917963
-20.0,1923,529.071868
-17.0,1522,541.253135
-16.0,1895,656.441975
-13.0,2113,673.06245
-15.0,1785,686.743906
-18.0,2231,703.479639
-19.0,1848,717.700225
-18.0,2029,732.999194
-18.0,2070,748.006787
-17.0,1937,762.230124
-19.0,2024,777.595652
-18.0,1657,789.646083
-12.0,2719,809.691138
-15.0,2140,825.677393
-13.0,2322,842.477033
-6.0,2821,863.272969
5.0,2780,884.61121
17.0,2182,1058.841337
20.0,2090,1075.263193
11.0,2393,1093.784902
-2.0,3651,1122.329485
20.0,1714,1135.7119
19.0,2098,1151.566309
17.0,2101,1167.406758
15.0,1891,1181.906353
1.0,3442,1207.159224
19.0,1691,1219.948062
18.0,1818,1233.57515
16.0,2645,1253.444924
-2.0,3452,1279.38966
15.0,2315,1458.909139
-4.0,3202,1484.073751
19.0,1648,1497.191244
19.0,1929,1512.086269
16.0,2464,1531.121337
15.0,2170,1547.43106
20.0,1614,1559.787837
20.0,2037,1574.840881
-1.0,3520,1601.059088
8.0,2678,1620.996145
20.0,1565,1632.517094
19.0,1705,1644.995991
14.0,2023,1660.187471
17.0,2157,1676.458693
21.0,1965,1859.954075
20.0,2039,1875.423923
14.0,1944,1890.55237
20.0,2071,1907.159395
21.0,1967,1922.676172
-1.0,3615,1950.323827
19.0,1629,1962.891892
16.0,2053,1977.659716
20.0,2074,1993.495947
19.0,1764,2006.494609
1.0,3276,2030.599902
13.0,2442,2048.493105
20.0,2188,2064.200637
20.0,1666,2076.671287
