#{"t_start": 1572313019.498441, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,899,292.188611
-20.0,1302,613.88242
18.0,2273,997.033793
20.0,1775,1367.498185
16.0,2447,1801.289779
20.0,1662,2169.659331
16.0,2255,2610.782815
19.0,1688,2994.33338
19.0,1740,3081.834904
15.0,2427,3442.974835
21.0,1579,3834.765534
21.0,1753,3921.48502
20.0,2073,4290.587199
11.0,4005,4760.744851
19.0,1953,5097.942566
19.0,2173,5497.043919
14.0,3986,5956.048275
20.0,1924,6292.030427
19.0,1739,6677.059641
20.0,2130,7086.146894
20.0,2179,7462.451963
19.0,2178,7866.693157
21.0,1574,8209.093382
20.0,2224,8621.041098
20.0,2074,8982.984528
21.0,1577,9331.631522
21.0,1576,9412.125221
21.0,1575,9731.395279
21.0,1784,10111.285745
21.0,2531,10530.941498
20.0,2159,10885.047971
21.0,1572,11229.361358
20.0,2074,11636.154916
20.0,2070,12007.180334
21.0,2533,12413.75258
21.0,1782,12757.115469
20.0,2067,13141.427111
21.0,2590,13541.370799
20.0,2072,13904.46294
20.0,2067,14280.253521
20.0,2067,14672.827871
20.0,2091,15048.15724
