#{"t_start": 1572313019.5453308, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,907,292.535644
-20.0,1302,613.835031
15.0,2089,987.540632
18.0,1833,1370.332752
21.0,1969,1776.973042
20.0,2038,2188.292693
-1.0,3479,2673.260554
20.0,1617,2990.498789
16.0,2419,3442.514538
20.0,2073,3860.071069
18.0,2107,4292.23053
18.0,2321,4680.923761
20.0,1695,5086.697705
21.0,2050,5491.082046
20.0,2069,5863.461082
20.0,1822,5951.167211
21.0,2528,6320.23614
21.0,1579,6669.690944
19.0,1953,7077.259632
21.0,1575,7432.025672
20.0,1635,7839.814092
20.0,1619,8211.29234
-20.0,945,8556.203014
18.0,2357,8997.478899
20.0,1846,9345.279826
20.0,2068,9755.593013
21.0,2531,10149.163167
20.0,2575,10533.092504
21.0,1579,10856.442883
21.0,2530,11278.198449
20.0,2459,11655.368591
21.0,1575,11982.583342
21.0,2595,12416.433081
21.0,1578,12746.774168
21.0,2094,13142.870348
21.0,1575,13491.241956
19.0,2088,13905.33932
21.0,1574,14256.775462
21.0,1572,14649.027969
20.0,2317,15059.14133
