#{"t_start": 1572313019.0764623, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,893,292.273754
-16.0,1667,633.453308
15.0,2014,984.242109
12.0,2378,1398.685746
-2.0,3324,1845.409866
21.0,1840,2178.336223
20.0,2071,2601.802929
20.0,2040,3011.834481
21.0,1670,3406.360748
19.0,1907,3499.434856
18.0,2146,3864.71599
18.0,1923,4283.170863
15.0,2481,4688.80713
21.0,2113,5105.798502
21.0,1574,5468.39121
19.0,2122,5866.543497
18.0,2637,6325.945954
21.0,1577,6670.032011
21.0,1574,7058.100116
20.0,1794,7443.023165
21.0,1573,7837.547302
20.0,2067,8234.626476
20.0,1688,8594.780135
18.0,2065,8982.862282
18.0,2487,9379.104254
19.0,2397,9773.29389
19.0,2342,10139.454309
21.0,1572,10485.545619
21.0,2533,10905.078435
21.0,2529,11278.599533
18.0,2154,11640.315683
21.0,2529,12031.081832
20.0,2074,12391.260529
20.0,1801,12758.315603
20.0,2637,13170.772278
16.0,2220,13524.027792
15.0,2747,13938.345173
20.0,2072,14280.985164
21.0,2529,14696.266077
21.0,2528,15070.132551
