#{"t_start": 1572417419.890954, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2187,1354.515029
-8.0,2442,2736.870726
20.0,1690,4121.182092
21.0,1637,5496.261039
21.0,1639,6837.367891
20.0,1689,8192.799439
20.0,1726,9539.032915
21.0,1635,10875.995059
21.0,1636,12225.930662
20.0,1671,13571.488745
17.0,1885,14922.883534
20.0,1679,16270.952455
21.0,1594,17609.952709
21.0,1590,18953.935384
19.0,1727,20299.61428
21.0,1586,21637.208451
21.0,1604,22976.650383
21.0,1582,24316.514106
20.0,1674,25652.576911
