#{"t_start": 1572417419.3074772, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2184,1354.879809
3.0,2976,2764.672841
20.0,1695,4122.010323
21.0,1639,5496.959553
17.0,1950,6854.562934
20.0,1667,8192.191828
21.0,1635,9534.814528
21.0,1639,10876.823472
21.0,1630,12226.133491
21.0,1631,13570.061973
15.0,1911,14924.82539
20.0,1681,16271.630945
21.0,1595,17610.569201
21.0,1594,18954.80433
21.0,1593,20293.171788
21.0,1588,21637.887769
21.0,1602,22977.082735
21.0,1594,24317.931606
21.0,1588,25648.842256
