#{"t_start": 1572417420.633137, "env_id": "PongNoFrameskip-v4"}
r,l,t
-12.0,2181,1353.39852
-8.0,2444,2736.28988
20.0,1677,4119.804591
20.0,1721,5499.866021
17.0,1952,6853.393082
20.0,1669,8191.037464
20.0,1768,9540.808786
21.0,1638,10875.469829
21.0,1631,12224.898931
21.0,1624,13568.398113
20.0,1688,14911.836139
21.0,1627,16267.202955
21.0,1592,17609.11108
21.0,1584,18952.758859
19.0,1727,20298.874995
21.0,1588,21636.591741
21.0,1594,22975.248645
21.0,1587,24316.15004
21.0,1589,25647.621736
