#{"t_start": 1572417420.5304446, "env_id": "PongNoFrameskip-v4"}
r,l,t
-12.0,2182,1353.55167
-7.0,2533,2740.825479
20.0,1674,4119.668893
21.0,1638,5495.691626
20.0,1665,6838.087433
20.0,1751,8195.570349
21.0,1636,9533.741445
19.0,1780,10882.776623
21.0,1635,12225.233767
20.0,1664,13570.437629
16.0,1990,14927.943801
21.0,1631,16267.566638
21.0,1586,17608.793035
21.0,1585,18952.950834
21.0,1596,20292.170637
21.0,1585,21636.492125
21.0,1596,22975.477004
21.0,1583,24315.934561
21.0,1598,25648.34428
