#{"t_start": 1572417419.030355, "env_id": "PongNoFrameskip-v4"}
r,l,t
-17.0,2144,1353.203974
-2.0,3270,2780.824077
20.0,1673,4121.010614
21.0,1638,5497.166156
20.0,1661,6839.352748
20.0,1665,8192.2681
21.0,1635,9535.080705
21.0,1640,10877.23492
21.0,1625,12226.145372
21.0,1626,13570.103704
20.0,1682,14913.031999
21.0,1627,16268.789997
21.0,1596,17610.917141
21.0,1587,18954.566844
20.0,1617,20294.682648
21.0,1594,21638.527592
21.0,1603,22977.418381
21.0,1584,24317.478562
21.0,1595,25649.613279
