#{"t_start": 1572417420.0375576, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2185,1354.255446
-7.0,2532,2741.26178
20.0,1672,4119.939458
20.0,1716,5500.17351
20.0,1666,6838.671549
20.0,1687,8192.529151
21.0,1638,9534.359447
19.0,1782,10883.35628
21.0,1627,12225.271148
20.0,1680,13571.722882
16.0,1990,14928.429301
21.0,1630,16268.018634
21.0,1597,17610.007971
21.0,1596,18954.199187
21.0,1591,20292.339674
21.0,1597,21637.735301
21.0,1599,22976.140472
21.0,1601,24317.59101
21.0,1591,25648.369179
