#{"t_start": 1572417419.361188, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2184,1354.829067
-5.0,2928,2762.104724
20.0,1674,4120.810936
21.0,1636,5496.711148
21.0,1636,6837.642823
20.0,1748,8196.527062
21.0,1635,9534.774815
21.0,1640,10876.924552
21.0,1636,12226.459917
20.0,1678,13572.305094
17.0,1888,14923.543943
21.0,1631,16268.753929
21.0,1598,17610.740667
21.0,1593,18954.665048
21.0,1591,20293.014527
21.0,1584,21637.578404
20.0,1686,22981.068635
21.0,1587,24317.405598
20.0,1676,25653.195065
