#{"t_start": 1572417419.4642715, "env_id": "PongNoFrameskip-v4"}
r,l,t
-12.0,2163,1353.579577
-8.0,2440,2737.168133
20.0,1696,4121.910874
20.0,1741,5501.949798
17.0,1947,6854.200794
20.0,1665,8191.859424
21.0,1637,9534.871671
21.0,1641,10876.913135
21.0,1626,12225.775577
20.0,1681,13572.368076
17.0,1891,14923.64441
21.0,1626,16268.265763
21.0,1596,17610.485598
21.0,1585,18953.981974
21.0,1585,20292.613883
21.0,1585,21637.550876
21.0,1599,22976.69735
21.0,1599,24318.054552
20.0,1674,25652.978087
