#{"t_start": 1572417420.5759401, "env_id": "PongNoFrameskip-v4"}
r,l,t
-17.0,2144,1351.680538
-8.0,2439,2736.000746
20.0,1670,4119.251213
20.0,1742,5500.938286
17.0,1953,6853.528299
20.0,1668,8191.040524
21.0,1631,9533.305135
21.0,1637,10875.444652
20.0,1688,12228.30133
20.0,1668,13570.648576
15.0,1917,14923.973541
21.0,1622,16266.912396
21.0,1600,17609.652124
21.0,1588,18953.089568
21.0,1594,20292.012247
21.0,1586,21636.534281
21.0,1594,22975.300708
21.0,1582,24315.815801
21.0,1590,25647.747363
