#{"t_start": 1572417419.6353872, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2186,1354.702091
-7.0,2533,2741.720074
20.0,1699,4121.950915
20.0,1743,5501.947049
21.0,1632,6837.102522
20.0,1670,8192.08385
20.0,1765,9541.622537
21.0,1637,10876.357928
20.0,1690,12229.357285
20.0,1678,13572.021933
20.0,1686,14912.659411
21.0,1629,16268.333767
19.0,1721,17616.572425
21.0,1591,18954.261664
19.0,1723,20299.639887
21.0,1596,21638.068548
21.0,1589,22975.99033
21.0,1586,24317.0337
21.0,1595,25649.022353
