#{"t_start": 1572417419.883963, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2189,1354.676644
-5.0,2928,2761.592474
20.0,1688,4121.075773
20.0,1742,5501.630173
17.0,1952,6854.161063
20.0,1754,8196.413124
20.0,1727,9539.126305
21.0,1635,10875.991617
21.0,1634,12225.836758
20.0,1667,13571.26593
17.0,1889,14923.094124
21.0,1624,16267.746962
21.0,1602,17610.442458
21.0,1590,18953.934883
19.0,1725,20299.510023
21.0,1584,21637.075503
21.0,1600,22976.394171
21.0,1582,24316.510382
21.0,1597,25648.917506
