#{"t_start": 1572417419.2397463, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2191,1355.406781
-7.0,2535,2742.202767
20.0,1673,4120.818844
21.0,1642,5497.213557
17.0,1947,6854.409728
20.0,1689,8193.424236
20.0,1761,9541.680373
19.0,1783,10884.205273
21.0,1628,12226.122085
21.0,1634,13570.344699
15.0,1910,14924.840957
20.0,1675,16271.371297
21.0,1591,17610.376408
21.0,1607,18955.526712
21.0,1591,20293.119481
21.0,1597,21638.513936
21.0,1606,22977.430323
21.0,1586,24317.412407
21.0,1588,25648.921585
