timestamp,rapl_power_draw_absolute,rapl_estimated_attributable_power_draw,nvidia_draw_absolute,nvidia_estimated_attributable_power_draw,cpu_time_seconds,average_gpu_estimated_utilization_absolute,average_gpu_estimated_utilization_relative,average_relative_cpu_utilization,absolute_cpu_utilization,per_gpu_performance_state,relative_mem_usage,absolute_mem_usage,absolute_mem_percent_usage,hz_actual,realtime_carbon_intensity
1570658803.915247,39.757208204190704,35.17161797851164,154.02,154.02,9.24,0.805,1.0,1.0101010098729548,0.9983806964682018,0::P0,0.29976462074392274,474955776,0.008628144379971293,2.4000 GHz,159.07940340355933
1570658814.953161,41.02858999220527,40.775122413239735,150.95,150.95,21.19,0.95,1.0,1.0186915885013157,1.0883373281952002,0::P0,0.8958834322606424,1637113856,0.025832882075177085,3.0861 GHz,159.07940340355933
1570658825.45044,42.64267319340246,41.12679715100427,154.62,154.62,32.67,0.95,1.0,0.9818181821506855,1.0785096856375838,0::P0,0.8953653456523384,1637126144,0.025833063993358774,2.3999 GHz,159.07940340355933
1570658835.930431,42.895234051216136,40.811180724563556,152.37,152.37,44.15,0.95,1.0,0.964912280985535,1.0984173319934196,0::P0,0.8951440062027622,1637138432,0.025833245911540466,2.3957 GHz,159.07940340355933
1570658847.418587,44.27578749510872,43.730767821818795,152.37,152.37,56.73,0.95,1.0,1.0093457923543334,1.0783781932189405,0::P0,0.8953017475540442,1637150720,0.025833427829722158,2.3999 GHz,159.07940340355933
1570658859.01203,48.16750563669984,45.49449989208472,151.13,151.13,69.39,0.95,1.0,0.9557522124839075,1.0790684114147953,0::P0,0.8950559961174064,1637163008,0.02583360974790385,1.7949 GHz,159.07940340355933
1570658869.534352,43.81438654377612,44.656520969250316,152.37,152.37,80.92,0.95,1.0,1.0480769249164883,1.088147343468834,0::P0,0.8954898778957459,1637167104,0.025833670387297746,2.9285 GHz,159.07940340355933
1570658881.036688,46.45537659661662,46.22180330225917,153.79,153.79,93.51000000000002,0.95,1.0,1.018867925817368,1.0783959953923605,0::P0,0.8947610781543218,1637167104,0.025833670387297746,2.3999 GHz,159.07940340355933
1570658891.529316,44.89251631693837,43.690648341357175,152.25,152.25,104.98,0.95,1.0,0.9909090904057213,1.0883420139929936,0::P0,0.8951182768361878,1637167104,0.025833670387297746,2.9296 GHz,159.07940340355933
1570658902.013136,43.26930962304418,42.06990615020449,154.57,154.57,116.44,0.95,1.0,0.9908256890554356,1.0783564527408231,0::P0,0.8944393181181168,1637167104,0.02583365522744927,2.9336 GHz,159.07940340355933
1570658912.51127,45.83897678094437,45.97950815396784,153.77,153.77,127.94,0.95,1.0,1.0280373828912293,1.0985504977483302,0::P0,0.8946896726250166,1637167104,0.025833670387297746,1.7996 GHz,159.07940340355933
