#{"t_start": 1572369127.1422517, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,838,303.870684
-13.0,1697,649.245741
14.0,2102,1011.810117
11.0,2218,1405.352113
20.0,1618,1753.510541
20.0,1597,1833.811997
19.0,2085,2182.80799
21.0,1589,2500.259366
20.0,1565,2879.602512
20.0,1564,3249.389102
19.0,2080,3665.932422
17.0,2145,4046.518863
20.0,1564,4411.837776
18.0,1788,4769.318672
20.0,1994,5123.258999
19.0,1784,5505.235114
-1.0,3411,5974.088527
20.0,2001,6344.147053
16.0,2305,6744.1294
17.0,1744,7118.309182
20.0,1563,7193.679999
19.0,2132,7529.704142
20.0,2124,7924.65795
19.0,2663,8312.545774
20.0,1567,8618.168625
20.0,2072,8998.107659
-1.0,3612,9461.191609
20.0,2085,9795.718696
20.0,2625,10185.323452
20.0,2125,10556.089147
20.0,2641,10981.144007
19.0,2185,11319.946476
21.0,2629,11703.342305
20.0,2176,12076.655814
20.0,2105,12449.443054
21.0,2595,12841.216357
20.0,2552,13202.618266
20.0,2070,13540.648841
21.0,2609,13928.394177
21.0,2591,14309.247412
20.0,2102,14653.101702
