#{"t_start": 1572369127.4960155, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,891,306.186555
-15.0,2197,673.344996
17.0,1909,1001.068338
-6.0,2479,1417.715362
10.0,2206,1781.418529
20.0,2032,2179.712481
20.0,2004,2520.547953
9.0,2755,2938.463292
19.0,1697,3255.302238
18.0,1790,3651.078457
3.0,3285,4102.544714
14.0,2242,4445.263995
20.0,2004,4779.275423
16.0,2111,5128.51042
18.0,2101,5520.048631
9.0,3553,5980.514756
19.0,2102,6348.92162
20.0,1561,6708.446142
20.0,1564,7109.387359
18.0,2130,7529.265773
20.0,2042,7920.324552
20.0,2070,8284.08324
19.0,2138,8645.667534
19.0,2507,9019.636609
20.0,2694,9414.888524
20.0,2073,9794.787561
20.0,2443,10175.07362
21.0,2592,10579.309685
21.0,2593,10978.635287
20.0,2001,11310.21597
20.0,2127,11678.275181
20.0,2072,12070.648741
21.0,2592,12471.962341
20.0,2136,12818.320944
21.0,2627,13206.093168
18.0,2458,13559.093937
21.0,2054,13901.930429
20.0,2638,14311.487427
20.0,2203,14657.457749
