total_timesteps,fps,policy_entropy,approxkl,clipfrac,value_loss,explained_variance,time_elapsed,serial_timesteps,policy_loss,n_updates,ep_len_mean,ep_reward_mean
40960,1070,1.7468413,0.0017399638,0.07397461,0.026619736,0.70160111784935,43.90024256706238,5120,-0.002141274,40,913.1219512195122,-20.51219512195122
41984,969,1.751553,0.002308733,0.15014648,0.014880747,0.7646110504865646,44.858566761016846,5248,-0.0013833914,41,913.1219512195122,-20.51219512195122
43008,842,1.7622327,0.0007832563,0.006591797,0.043402284,0.6757221817970276,45.91717004776001,5376,-0.0013240222,42,909.1777777777778,-20.466666666666665
44032,1049,1.7634748,0.0010805086,0.078125,0.046757262,0.5033438801765442,47.13549828529358,5504,-0.0017108842,43,907.6739130434783,-20.456521739130434
45056,1012,1.7594883,0.00012792174,0.0,0.029670391,0.6038142144680023,48.11270451545715,5632,-0.00018068621,44,907.6739130434783,-20.456521739130434
46080,880,1.7689769,0.0018419059,0.12158203,0.027840402,0.6649003326892853,49.126269578933716,5760,-0.0028996468,45,905.1666666666666,-20.458333333333332
47104,994,1.7693408,0.00050549704,0.020507812,0.03762436,0.3923870325088501,50.29193162918091,5888,-0.0011751428,46,905.1666666666666,-20.458333333333332
48128,1013,1.7692766,0.00079630694,0.026367188,0.05305014,0.23643285036087036,51.32270336151123,6016,-0.0020931833,47,905.1666666666666,-20.458333333333332
49152,1019,1.7737602,0.00021120216,0.0,0.022999879,0.8293656259775162,52.33426785469055,6144,-0.0006188949,48,907.9387755102041,-20.448979591836736
50176,1061,1.7777355,0.00016213837,0.0,0.048121512,0.527812272310257,53.340243339538574,6272,0.00017441247,49,906.5294117647059,-20.45098039215686
51200,873,1.7672217,0.0007652031,0.0,0.03227838,0.7060612142086029,54.306846618652344,6400,-0.0006838689,50,907.8333333333334,-20.425925925925927
52224,1064,1.7568259,0.00053890084,0.012451172,0.02837525,0.45216721296310425,55.48107409477234,6528,-0.0007566201,51,907.8333333333334,-20.425925925925927
53248,881,1.7550833,0.0009063261,0.0078125,0.03205754,0.7417407333850861,56.44582509994507,6656,-0.0028423916,52,907.3392857142857,-20.410714285714285
54272,994,1.7400454,0.0017673353,0.13012695,0.027864028,0.4516022205352783,57.60971117019653,6784,-0.0034547078,53,907.3392857142857,-20.410714285714285
55296,1019,1.7248999,0.0018127317,0.107910156,0.011204623,0.7710575461387634,58.64089894294739,6912,-0.0025079157,54,907.3392857142857,-20.410714285714285
56320,1070,1.7146,0.0014487333,0.0715332,0.019223005,0.8265946358442307,59.64732265472412,7040,-0.0019682436,55,904.8275862068965,-20.43103448275862
57344,1037,1.7033244,0.0011673813,0.05444336,0.026392967,0.8056145906448364,60.6053102016449,7168,-0.0019874377,56,899.983606557377,-20.459016393442624
58368,1009,1.7153358,0.0014078118,0.080566406,0.023302024,0.724298745393753,61.59358191490173,7296,-0.0019535806,57,898.6612903225806,-20.467741935483872
59392,1038,1.6971505,0.0026078338,0.17407227,0.060355134,0.5944676697254181,62.61063027381897,7424,-0.003689975,58,897.4285714285714,-20.476190476190474
60416,998,1.7011803,0.00077727623,0.032958984,0.015258806,0.7333095073699951,63.599294900894165,7552,-0.0012520186,59,896.484375,-20.46875
61440,1083,1.7164853,0.0022302773,0.15576172,0.013390226,0.7490450143814087,64.62676930427551,7680,-0.002766775,60,896.484375,-20.46875
62464,983,1.7014291,0.0016787468,0.123291016,0.025350587,0.8067214339971542,65.57316613197327,7808,-0.0019497656,61,892.8939393939394,-20.484848484848484
63488,942,1.6990707,0.0008741992,0.020751953,0.03732654,0.7016327381134033,66.6176860332489,7936,-0.0011990909,62,891.8059701492538,-20.492537313432837
64512,996,1.6860688,0.00086840795,0.05078125,0.031230096,0.6824870705604553,67.70571804046631,8064,-0.00086419156,63,890.3714285714286,-20.47142857142857
65536,935,1.6985384,0.0020669037,0.11743164,0.0369998,0.3949918746948242,68.73553133010864,8192,-0.0030412627,64,890.3714285714286,-20.47142857142857
66560,753,1.7198254,0.002112722,0.13647461,0.030198185,0.7842787206172943,69.83261132240295,8320,-0.0027304515,65,889.5555555555555,-20.48611111111111
67584,1069,1.7127062,0.0010533346,0.07763672,0.026216608,0.6308836936950684,71.19392895698547,8448,-0.002246831,66,889.5555555555555,-20.48611111111111
68608,1054,1.7107521,0.0013251,0.09350586,0.022109583,0.831765204668045,72.1538257598877,8576,-0.0021398428,67,887.4864864864865,-20.486486486486488
69632,935,1.7285638,0.0014231518,0.072509766,0.0126515115,0.7791377454996109,73.12643671035767,8704,-0.0014616551,68,887.4864864864865,-20.486486486486488
70656,988,1.7258475,0.0004480917,0.006591797,0.02357706,0.8000996261835098,74.22274947166443,8832,-0.0009610366,69,886.8533333333334,-20.493333333333332
71680,944,1.7308598,0.00088018714,0.024902344,0.035964344,0.6826784312725067,75.26055693626404,8960,-0.0007338528,70,887.7179487179487,-20.487179487179485
72704,1029,1.7313681,0.0010608464,0.02368164,0.037363235,0.6466772854328156,76.34706950187683,9088,-0.0011683279,71,885.55,-20.5
73728,1066,1.728073,0.0016253964,0.041503906,0.020334277,0.5621584355831146,77.343341588974,9216,-0.0015932005,72,885.55,-20.5
74752,1078,1.7284696,0.0010348228,0.030761719,0.025592208,0.6218498349189758,78.30472445487976,9344,-0.0014116445,73,885.55,-20.5
75776,1038,1.7243843,0.0011076351,0.049072266,0.024302451,0.7081249356269836,79.25673031806946,9472,-0.0018397425,74,885.55,-20.5
76800,815,1.7351599,0.0022023574,0.13696289,0.019841589,0.8492146879434586,80.24493837356567,9600,-0.0030260067,75,886.3132530120482,-20.50602409638554
77824,828,1.739533,0.0014544305,0.08959961,0.03597557,0.7231563627719879,81.50374484062195,9728,-0.0028623603,76,884.8588235294118,-20.50588235294118
78848,932,1.7394366,0.0011764125,0.083740234,0.030378591,0.5749016106128693,82.74176073074341,9856,-0.0021536283,77,884.7093023255813,-20.5
79872,890,1.7558932,0.0012379206,0.09448242,0.026006559,0.7388553023338318,83.8416199684143,9984,-0.0020313342,78,883.9540229885057,-20.50574712643678
80896,955,1.7405586,0.0017679196,0.06347656,0.0140953325,0.7963963598012924,84.99316501617432,10112,-0.002202827,79,883.9540229885057,-20.50574712643678
