#{"t_start": 1572369127.523349, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,962,309.78075
-16.0,1687,648.412619
15.0,1884,999.625977
17.0,1771,1383.275264
17.0,1882,1765.292921
20.0,1585,2158.140944
9.0,2982,2568.625912
18.0,2162,2908.900262
20.0,1564,3249.010311
18.0,1871,3655.130083
20.0,1621,4019.947062
20.0,2005,4432.653128
20.0,2067,4782.615037
17.0,1824,5115.054844
20.0,1563,5191.092517
16.0,1886,5509.731282
21.0,1588,5884.764499
20.0,1991,5981.639965
18.0,1743,6331.269492
20.0,2007,6729.309799
20.0,1563,6804.95208
20.0,1592,7110.601045
20.0,1718,7509.550211
20.0,2127,7924.414269
17.0,2213,8291.280623
20.0,2635,8668.389126
20.0,1914,8989.950608
12.0,2837,9421.9473
20.0,1995,9790.992054
20.0,2006,10153.148678
20.0,2001,10549.512657
20.0,2096,10953.928937
21.0,2592,11338.998557
19.0,2423,11692.719667
21.0,2596,12097.514223
20.0,2067,12447.202664
21.0,2594,12840.781064
19.0,2367,13192.423823
21.0,2055,13539.444313
21.0,2631,13929.141026
21.0,2596,14309.174153
17.0,2763,14686.676722
