#{"t_start": 1572369126.6570947, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,942,309.696622
-15.0,1738,651.695965
-9.0,2380,1025.793717
18.0,1811,1386.279621
15.0,1882,1766.166105
17.0,1784,2168.57095
13.0,2422,2542.23522
20.0,1567,2880.212561
19.0,2044,3272.92687
19.0,2082,3666.497161
11.0,2814,4079.91471
20.0,1991,4432.820395
20.0,2006,4780.246432
18.0,1785,5114.134906
16.0,2058,5518.772861
19.0,1934,5902.392189
20.0,1566,5978.646668
20.0,2007,6344.947427
20.0,1567,6709.605136
20.0,1615,6787.563863
19.0,1630,7113.378567
20.0,1613,7505.658583
20.0,2134,7925.550927
18.0,2186,8290.87032
21.0,2670,8670.813063
20.0,2004,8995.634483
19.0,2432,9402.158611
19.0,2618,9823.476637
18.0,2160,10161.490522
20.0,2005,10550.567796
20.0,2627,10981.072553
20.0,2006,11311.310984
21.0,2593,11702.113137
20.0,2129,12074.467996
20.0,2240,12456.424264
20.0,2130,12818.887438
21.0,2192,13184.402208
20.0,2537,13563.743925
20.0,2174,13908.101645
21.0,2631,14311.896138
20.0,2451,14671.174477
0,946,422.924399
-20.0,900,429.84199
-20.0,948,437.057322
-20.0,1041,445.127899
-20.0,895,452.082806
-19.0,1054,459.765701
-21.0,927,466.854369
-20.0,1019,474.366584
-21.0,897,480.927117
-21.0,955,488.438531
-17.0,1119,496.651099
-17.0,1287,505.859277
-17.0,1204,515.527144
-21.0,1098,524.079399
-20.0,1021,532.054644
-16.0,1415,543.543391
-15.0,1503,554.849918
-18.0,1731,568.344446
-19.0,1401,578.117172
-16.0,1473,588.88995
-14.0,1723,712.994485
-18.0,1627,725.126417
-14.0,1918,738.786719
-11.0,1960,753.0588
-16.0,1696,765.22392
-20.0,1322,775.167663
-11.0,2278,791.719805
-17.0,1714,803.269092
-16.0,1865,816.86841
-9.0,2140,832.9136
-17.0,1596,845.132155
-17.0,1757,857.973344
-16.0,1787,871.30294
-6.0,2537,889.694436
9.0,2129,905.248842
1.0,2936,927.525995
11.0,2244,1100.673797
-9.0,2177,1116.79022
-10.0,2186,1133.030766
14.0,1966,1147.689933
15.0,1938,1162.020591
-13.0,1723,1175.317523
13.0,2059,1190.432745
-5.0,2486,1209.113113
-4.0,2631,1228.382445
13.0,2088,1244.412711
-10.0,2086,1260.348179
-8.0,2270,1277.410158
10.0,2280,1294.159716
-8.0,2339,1311.980013
14.0,2129,1468.637218
15.0,1894,1482.792043
18.0,1779,1495.904501
-6.0,2475,1514.323532
14.0,1944,1528.445863
-9.0,2146,1543.94738
17.0,1919,1558.845561
10.0,2296,1575.715116
