#{"t_start": 1572369126.7945411, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,1095,316.807656
-16.0,1673,648.320223
4.0,2690,1040.740709
-4.0,2628,1425.453621
10.0,2500,1797.060105
20.0,2002,2178.889517
20.0,1997,2520.826803
19.0,1688,2886.263402
18.0,2116,3276.410662
19.0,2039,3664.279893
20.0,1562,4018.029984
15.0,2448,4455.657689
18.0,2226,4790.924997
20.0,2006,5124.303104
20.0,2001,5515.709249
20.0,2112,5910.933981
20.0,2110,6014.285316
14.0,2527,6369.882423
20.0,1566,6709.410585
19.0,2032,6807.109751
19.0,1694,7116.29113
17.0,2352,7540.779339
16.0,2430,7939.372917
16.0,2726,8315.858838
20.0,1564,8618.367099
20.0,2645,9026.544279
20.0,2074,9384.813606
20.0,2007,9792.380132
21.0,2590,10183.745478
20.0,2095,10554.956902
20.0,2213,10960.866591
20.0,2100,11316.117136
21.0,2594,11702.049954
21.0,2594,12098.097562
20.0,2070,12448.090303
21.0,2594,12841.494158
21.0,2058,13177.512675
20.0,2569,13565.060087
21.0,2592,13927.837842
20.0,2336,14296.134307
21.0,2594,14678.438296
