#{"t_start": 1572369127.1273, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,898,306.891873
-17.0,1613,645.01644
-9.0,2279,1021.147432
-5.0,2617,1424.594095
13.0,2428,1793.157626
19.0,2086,2182.876681
15.0,1977,2519.250882
19.0,2086,2905.630882
20.0,1585,3250.316556
8.0,2815,3701.76343
17.0,1973,4037.937587
20.0,1996,4432.600816
20.0,1563,4759.107666
19.0,1620,5105.808384
18.0,1743,5503.360522
19.0,1730,5891.904701
21.0,1972,5987.899171
20.0,2256,6356.773711
20.0,1991,6728.887522
20.0,1562,7109.621349
20.0,2002,7523.449188
20.0,2592,7946.382629
19.0,1703,8265.826378
20.0,2126,8645.315176
21.0,2054,8997.329779
19.0,1999,9380.870225
20.0,2646,9824.352138
20.0,2005,10153.486795
21.0,2629,10581.364495
21.0,2589,10978.762287
20.0,2006,11310.864346
21.0,2048,11674.682491
21.0,2594,12097.75959
21.0,2593,12472.418742
21.0,2629,12842.709251
20.0,2163,13182.412667
18.0,2435,13558.339955
19.0,2598,13927.77195
21.0,2048,14282.107544
20.0,2226,14658.850892
