#{"t_start": 1572369127.3148735, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,859,304.672453
-14.0,1774,652.630143
-10.0,2137,1013.855789
19.0,1635,1376.708501
7.0,2561,1799.701285
20.0,1992,2177.907446
20.0,1561,2498.695492
-18.0,1344,2565.093088
19.0,1631,2882.829218
19.0,1633,3252.60529
11.0,2956,3708.396245
20.0,2001,4039.052581
20.0,2006,4432.924991
20.0,1566,4759.064811
18.0,2165,5131.09543
18.0,1785,5505.133371
20.0,1563,5883.709793
19.0,1629,5963.236114
20.0,1564,6322.880671
20.0,2003,6729.341097
18.0,1850,7123.419674
19.0,2134,7529.615617
20.0,2133,7924.853029
19.0,2156,8288.782628
20.0,1839,8631.026958
20.0,2326,9011.110707
20.0,2663,9413.365249
21.0,2590,9821.408429
21.0,2593,10183.412833
20.0,1869,10543.511517
19.0,2291,10963.975925
20.0,2341,11327.086254
21.0,2592,11701.386724
16.0,2593,12097.520329
19.0,2645,12474.486046
19.0,2254,12824.037858
21.0,2596,13204.650506
21.0,2593,13565.620039
20.0,2131,13905.439459
21.0,2591,14309.061732
21.0,2051,14650.108922
