#{"t_start": 1572369127.134627, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,1071,315.396495
-14.0,1917,660.139484
-9.0,2285,1021.374823
16.0,1943,1391.864917
15.0,2032,1772.916555
19.0,1661,2161.570509
20.0,1990,2520.025357
18.0,1722,2887.573972
6.0,3160,3327.425306
12.0,2364,3680.26837
19.0,2186,4048.819949
20.0,2003,4432.941754
17.0,2123,4785.517542
12.0,3015,5172.954403
16.0,2186,5524.491689
15.0,2700,5939.478175
20.0,1564,6323.087248
18.0,1790,6408.788854
19.0,1636,6712.55962
16.0,1911,6804.225286
20.0,1567,7109.875647
19.0,1777,7195.438714
20.0,1613,7505.217742
20.0,1593,7580.655139
19.0,2639,7948.427091
17.0,2779,8318.094997
19.0,2154,8646.864969
20.0,2007,8995.309068
18.0,2749,9417.976094
20.0,2441,9813.402333
21.0,2592,10183.549233
21.0,2629,10581.356952
20.0,2071,10953.003201
19.0,2132,11317.354938
13.0,2903,11716.540011
19.0,2352,12085.598281
20.0,2127,12450.42552
21.0,2063,12814.964198
21.0,2589,13204.418986
21.0,2054,13539.767245
21.0,2590,13927.379668
21.0,2591,14309.247578
20.0,2073,14651.579835
