#{"t_start": 1572369126.992665, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,981,311.109901
-19.0,1665,647.739041
-10.0,2261,1020.317377
15.0,2030,1396.30872
10.0,2701,1807.055413
20.0,1564,2157.668974
18.0,2274,2534.775698
18.0,1787,2891.142014
16.0,1851,3263.253103
18.0,1783,3651.106416
20.0,1562,4017.836421
20.0,1996,4432.738597
20.0,1561,4759.121734
13.0,2040,5125.911474
20.0,2190,5524.801511
20.0,1564,5884.123691
15.0,2365,6361.77453
20.0,1651,6713.401336
18.0,1890,6803.983925
19.0,2037,7133.029652
5.0,3396,7590.016093
20.0,1701,7904.939946
11.0,2503,8305.216337
20.0,2118,8645.001286
21.0,2593,9024.104907
20.0,2400,9400.115142
20.0,2648,9824.617223
21.0,2630,10185.786797
19.0,2041,10551.960892
20.0,2112,10955.288116
21.0,2589,11339.357381
21.0,2063,11675.422237
20.0,2070,12071.029554
20.0,2129,12450.68783
21.0,2628,12842.795721
21.0,2056,13177.227061
21.0,2590,13565.807067
20.0,2532,13924.534564
21.0,2048,14282.259166
21.0,2056,14650.760896
