#{"t_start": 1572369127.4487002, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,776,300.725478
-11.0,2242,675.726949
9.0,2370,1024.682313
-3.0,2725,1429.59664
18.0,1744,1758.503083
19.0,1729,2164.647995
17.0,2255,2533.445349
20.0,1993,2900.821733
20.0,2002,3269.898091
20.0,1562,3640.404549
19.0,1804,4028.577584
20.0,2046,4435.086519
16.0,2151,4786.706342
20.0,1565,5102.927563
20.0,1567,5178.551814
20.0,2013,5515.636803
18.0,1728,5891.466509
16.0,2240,6355.753941
20.0,1996,6728.826268
19.0,1664,7114.401251
19.0,1636,7505.863393
20.0,2885,7959.438086
20.0,2069,8284.051903
20.0,2125,8644.93042
20.0,2074,8997.940192
19.0,2181,9389.209176
21.0,2593,9821.45394
21.0,2594,10183.394184
20.0,2006,10549.878616
20.0,2102,10954.324889
21.0,2594,11339.186754
20.0,2108,11677.344142
20.0,2101,12072.266616
21.0,2591,12471.905435
20.0,2177,12820.124584
20.0,2344,13191.445328
20.0,2325,13552.184078
21.0,2589,13926.997341
21.0,2589,14308.812119
20.0,2135,14654.412871
