#{"t_start": 1572369127.5598438, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,841,303.605826
-18.0,1441,635.945402
-12.0,2097,1011.156477
14.0,2167,1402.324861
3.0,3198,1832.666409
16.0,1904,2173.055931
17.0,1923,2516.235985
11.0,2426,2920.897779
19.0,1632,3252.298614
11.0,2822,3701.742354
17.0,1936,4035.726878
18.0,1669,4416.431449
18.0,1806,4769.733368
20.0,1562,5102.604923
16.0,2323,5530.729254
19.0,1696,5889.902503
15.0,2517,6013.091639
16.0,2290,6357.781044
19.0,1713,6715.966496
19.0,1697,7115.695597
20.0,1613,7193.470634
20.0,1592,7503.688839
20.0,1564,7578.013542
19.0,2615,7946.993978
20.0,2056,8283.415133
20.0,2119,8644.525439
21.0,2591,9023.378228
20.0,2128,9386.651119
21.0,2589,9821.095053
21.0,2593,10183.210655
21.0,2591,10579.17206
20.0,1920,10944.703413
20.0,2073,11313.985884
20.0,2067,11675.093631
20.0,2096,12071.849204
21.0,2591,12471.802448
21.0,2591,12840.555791
20.0,2131,13180.436535
20.0,2206,13546.769262
20.0,2334,13914.95315
20.0,2067,14282.438978
20.0,2570,14676.256697
