#{"t_start": 1572369127.506203, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,978,310.465483
-18.0,1540,640.692558
8.0,2561,1033.701895
-3.0,2832,1434.867269
18.0,2163,1779.097268
16.0,1796,2168.317055
19.0,1629,2501.674997
-8.0,2711,2936.356733
20.0,1618,3251.536302
20.0,1564,3640.487261
20.0,2007,4039.247355
20.0,1995,4432.190551
20.0,2005,4779.343432
19.0,2043,5125.551675
20.0,2003,5515.11685
20.0,2007,5905.187925
20.0,1995,6002.768006
13.0,2662,6375.4099
20.0,2001,6729.036622
19.0,1636,7112.957123
19.0,1714,7509.388416
20.0,1567,7584.119178
20.0,2040,7920.168094
19.0,1968,8279.120315
20.0,2127,8645.023043
19.0,2107,8999.399199
21.0,2632,9411.374786
15.0,2471,9814.645565
5.0,3318,10220.031112
20.0,2072,10552.917092
20.0,2130,10955.692349
21.0,2592,11339.031083
12.0,3145,11727.503453
13.0,2909,12112.026181
19.0,1965,12441.844377
20.0,2136,12818.331379
21.0,2594,13204.356465
21.0,2051,13539.266924
18.0,2570,13925.957558
19.0,2483,14303.000637
20.0,2634,14679.83121
