#{"t_start": 1572469295.5627704, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,819,261.118759
-20.0,1341,568.375384
-15.0,2173,929.351119
-13.0,3223,1360.302695
-12.0,3743,1791.717772
5.0,3755,2237.72982
9.0,3663,2714.465931
18.0,2397,3065.436077
20.0,2072,3478.619757
19.0,2123,4022.25857
19.0,2089,4453.08233
19.0,2324,4849.622977
19.0,2287,5239.429156
18.0,2741,5699.22526
20.0,2102,6044.834462
21.0,2013,6419.946809
21.0,2014,6789.889585
20.0,2526,7178.959478
1.0,913,139.305275
-21.0,883,144.334524
-21.0,777,148.768973
-21.0,880,158.104321
-21.0,790,164.332235
-21.0,789,174.75121
-21.0,935,180.350639
-21.0,908,185.572719
-21.0,825,190.286114
-21.0,985,196.03597
-21.0,809,200.672428
-21.0,822,205.618988
-21.0,789,210.141371
-21.0,763,214.634915
-20.0,947,219.983034
-20.0,866,284.932795
-21.0,809,289.496844
-21.0,1091,295.867469
-21.0,859,300.722838
-21.0,989,306.479973
-20.0,988,315.369145
-20.0,1036,324.900635
-21.0,819,333.038598
-19.0,955,338.596049
-18.0,1026,344.489607
-20.0,1039,350.266845
-20.0,864,355.210865
-21.0,943,360.663248
-21.0,848,365.467565
-21.0,957,371.019308
-20.0,944,378.480766
-20.0,956,387.989459
-20.0,932,396.251414
-21.0,839,401.21636
-20.0,1024,407.215416
-20.0,972,412.758639
-20.0,830,417.654089
-20.0,990,423.357617
-21.0,1026,433.526205
-21.0,819,444.578752
-20.0,1245,452.143964
-19.0,1075,458.641025
-18.0,1085,464.792365
-19.0,1244,472.004921
-21.0,1126,478.428237
-18.0,1438,489.66428
-20.0,1282,595.71628
-18.0,1390,603.639546
-17.0,1560,615.296634
-19.0,1941,634.949499
-19.0,1762,645.587244
-20.0,2074,658.172971
-18.0,1917,672.822695
-18.0,2214,692.634274
-10.0,2607,707.516076
-19.0,2096,721.639222
-19.0,2272,742.57735
-17.0,2071,756.570453
-8.0,2947,773.593454
-17.0,2236,790.352625
-7.0,2577,810.112261
-10.0,2971,990.61332
-13.0,2391,1008.172005
-20.0,2417,1022.065526
-15.0,2554,1036.589209
-9.0,3066,1062.068213
-11.0,3012,1079.356102
-12.0,3081,1096.991873
-11.0,2874,1120.658531
-9.0,3181,1142.249289
-12.0,3013,1159.530368
-8.0,3549,1189.495402
-2.0,3686,1401.17607
-10.0,3009,1427.403486
-13.0,2590,1442.362944
-7.0,3510,1462.554866
-13.0,2478,1479.674327
-6.0,3551,1509.771316
-16.0,2289,1522.765407
-6.0,3852,1548.520095
-11.0,3039,1570.871622
-5.0,3857,1598.363618
-14.0,2676,1835.736313
-17.0,1992,1846.975042
-9.0,3733,1878.315045
-12.0,3968,1900.806477
-8.0,3206,1923.011542
-8.0,3783,1954.730084
-15.0,3186,1972.878474
-3.0,4438,2000.930152
1.0,4805,2302.403783
12.0,2901,2324.71022
16.0,2854,2340.894099
2.0,4302,2379.846523
20.0,2087,2391.533707
1.0,4931,2430.610855
21.0,2015,2444.105467
21.0,2050,2458.535316
17.0,2542,2481.751105
20.0,2090,2493.520898
17.0,2768,2509.140437
21.0,2009,2520.34412
14.0,3192,2747.13545
18.0,2579,2761.543144
19.0,2121,2773.563711
13.0,3230,2803.750575
17.0,2343,2816.946907
20.0,2178,2829.340912
21.0,2013,2847.898388
20.0,2104,2862.619197
20.0,2148,2874.741176
21.0,2117,2886.487536
16.0,2738,2903.227072
18.0,2259,2924.885751
20.0,2047,2936.461374
12.0,2984,3167.118101
17.0,2307,3180.120167
14.0,3223,3202.69542
18.0,2249,3225.463718
17.0,2674,3240.487113
17.0,2784,3256.282352
17.0,2613,3273.922462
19.0,2245,3296.757246
14.0,2865,3314.50364
17.0,2765,3330.275004
18.0,2418,3346.647277
18.0,2377,3368.114095
19.0,2202,3589.112994
19.0,2362,3602.757388
18.0,2477,3629.068158
17.0,2739,3647.529461
20.0,2066,3659.306139
16.0,2452,3684.93548
18.0,2177,3697.164695
17.0,2430,3710.835735
20.0,2147,3723.029203
14.0,2445,3747.147182
21.0,2012,3761.517405
10.0,3295,3780.051255
20.0,2271,3792.677503
18.0,2343,4122.093359
21.0,2008,4140.507993
13.0,3342,4165.927873
21.0,2011,4177.407081
18.0,2628,4192.948843
18.0,2396,4217.639118
16.0,2668,4235.733421
21.0,2009,4254.747563
19.0,2134,4267.504618
19.0,2364,4281.279373
19.0,2415,4302.23141
20.0,2147,4320.715616
17.0,2454,4336.483685
19.0,2045,4509.858803
15.0,2524,4524.477536
21.0,2049,4536.106948
13.0,2829,4562.256162
19.0,2486,4576.140038
21.0,2009,4587.611937
19.0,2209,4612.657664
20.0,2037,4626.132329
16.0,2409,4639.750782
19.0,2242,4653.850234
20.0,2073,4674.597482
20.0,2104,4686.956252
12.0,3481,4706.50147
20.0,2165,4721.546115
16.0,2658,4919.293924
21.0,2015,4939.391371
20.0,2038,4953.293982
19.0,2463,4969.334498
20.0,2042,4980.857306
21.0,2168,4993.046779
