#{"t_start": 1572469295.3336794, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,1029,271.842318
-17.0,1464,575.244248
-18.0,2062,923.601055
-9.0,3368,1367.378052
-13.0,3266,1767.022676
5.0,3727,2236.438491
16.0,2350,2646.175667
16.0,2374,3064.530545
15.0,2586,3505.364439
20.0,2072,4019.588054
21.0,2015,4449.721798
12.0,2871,4879.068128
20.0,2070,5227.685055
19.0,2392,5679.717635
11.0,2959,6092.517463
17.0,2905,6467.586438
21.0,2009,6789.800628
18.0,2263,7164.451684
0,927,138.528675
-19.0,1035,144.455841
-21.0,882,149.522559
-21.0,883,159.658628
-21.0,820,165.67638
-21.0,778,175.7939
-20.0,833,180.584195
-21.0,777,185.044624
-19.0,1035,191.039161
-21.0,837,195.907763
-21.0,817,200.587622
-20.0,836,205.601939
-21.0,882,210.634459
-21.0,968,216.331842
-19.0,1119,281.659266
-20.0,834,287.326738
-20.0,835,292.288721
-21.0,824,296.909319
-20.0,1004,302.691411
-20.0,856,307.783261
-21.0,983,316.517601
-21.0,968,327.186105
-20.0,1038,335.172817
-21.0,823,339.77215
-20.0,1035,345.685473
-19.0,1142,352.10767
-18.0,1176,358.913929
-21.0,897,364.122756
-21.0,838,368.919701
-21.0,943,374.40481
-20.0,986,383.037232
-17.0,1236,396.096338
-21.0,850,400.977038
-20.0,1002,406.874103
-20.0,860,411.896693
-19.0,1088,418.203701
-20.0,1006,424.039015
-21.0,789,431.795991
-21.0,997,444.907887
-20.0,1161,452.005658
-21.0,899,457.341452
-19.0,1103,463.845615
-18.0,1255,471.060542
-20.0,1222,477.932983
-17.0,1309,488.441966
-19.0,1482,595.694302
-18.0,1489,604.178214
-19.0,1578,617.039184
-18.0,1776,634.674809
-20.0,1860,645.849496
-17.0,2409,660.563751
-16.0,2177,681.485943
-16.0,2339,697.000361
-17.0,2101,709.149847
-15.0,2438,726.14907
-10.0,2410,746.799012
-18.0,2289,762.007037
-21.0,2355,775.689034
-17.0,1993,792.542927
-13.0,2348,809.552177
-16.0,2443,983.977288
-12.0,2659,1006.012914
-15.0,2257,1018.986584
-13.0,2730,1034.584229
-16.0,3038,1059.915512
-14.0,3678,1080.918559
-11.0,2925,1097.812149
-11.0,3310,1127.444441
-16.0,2111,1139.470051
-16.0,2184,1151.779348
-12.0,3026,1176.167322
-4.0,3489,1388.636563
-12.0,2856,1405.803802
-10.0,3210,1433.285088
-12.0,3232,1451.919116
-16.0,2211,1464.567494
-13.0,2950,1487.438568
-12.0,2738,1509.796969
-5.0,4243,1533.737875
-15.0,3051,1560.188118
-9.0,3845,1582.459324
-10.0,3460,1827.244346
-13.0,3315,1848.359437
-11.0,4194,1882.254969
-6.0,4544,1907.920538
-6.0,3601,1939.532695
-13.0,3154,1960.5302
3.0,5721,1992.86731
3.0,3904,2026.900087
11.0,3156,2316.136592
17.0,2521,2330.342632
8.0,3671,2364.329543
12.0,3859,2387.487763
20.0,2149,2402.610975
15.0,3050,2427.233639
17.0,2629,2444.957594
16.0,2526,2466.053898
9.0,3889,2492.89962
18.0,2295,2505.760113
10.0,2742,2521.27213
15.0,2566,2743.079145
8.0,3990,2766.91503
20.0,2105,2778.672852
20.0,2148,2802.929268
20.0,2244,2815.485635
21.0,1992,2826.691347
18.0,2906,2853.361736
18.0,2664,2868.222762
20.0,2124,2880.13778
20.0,2148,2892.276837
20.0,2052,2906.646488
18.0,2625,2928.940764
21.0,2010,2940.054018
17.0,2372,3167.49273
6.0,3269,3185.799506
20.0,2152,3202.307273
14.0,2719,3227.663536
19.0,2384,3241.281426
17.0,2195,3253.573061
10.0,3407,3276.009305
20.0,2047,3298.240473
3.0,3465,3318.696016
20.0,2204,3331.17453
20.0,2090,3345.793654
18.0,2337,3366.950713
20.0,2001,3586.953533
9.0,3946,3612.557776
19.0,2343,3637.955787
20.0,2112,3649.93656
20.0,2089,3661.858006
13.0,2666,3688.437035
16.0,2325,3701.653661
11.0,2992,3718.478003
20.0,2108,3735.491533
21.0,2014,3755.249956
20.0,2352,3768.559625
21.0,2055,3780.027931
20.0,2132,3791.771176
20.0,2068,4119.775048
18.0,2369,4139.209012
16.0,2483,4160.655799
19.0,2222,4173.529055
20.0,2072,4185.692584
20.0,2150,4201.664591
21.0,2011,4220.631413
16.0,2219,4236.157688
18.0,2240,4256.341203
19.0,2109,4268.985211
21.0,2010,4280.695596
21.0,2013,4297.078238
20.0,2061,4317.324101
13.0,2422,4332.89803
18.0,2076,4344.706894
21.0,2013,4517.978746
20.0,2073,4529.828452
15.0,3456,4559.782572
17.0,2555,4574.024829
14.0,2802,4589.876909
19.0,2133,4616.731815
20.0,2024,4627.93337
20.0,2042,4639.455438
21.0,2033,4651.272112
20.0,2051,4673.143838
21.0,2011,4684.822087
20.0,2084,4696.512203
20.0,2048,4708.112771
19.0,2037,4722.467252
20.0,2008,4916.539285
21.0,2013,4936.658004
21.0,2014,4947.957698
20.0,2071,4964.144148
20.0,2070,4975.967735
16.0,2490,4989.984983
20.0,2037,5001.416331
21.0,2008,5020.088076
17.0,3461,5044.14648
19.0,2848,5059.926351
20.0,2067,5074.642131
18.0,2250,5097.772866
17.0,2638,5112.557903
21.0,2010,5334.469347
21.0,2012,5350.048399
20.0,2070,5362.05998
19.0,2233,5374.642199
18.0,2567,5399.576658
13.0,2683,5414.744403
20.0,2069,5426.410769
19.0,2329,5444.026813
17.0,2471,5470.102805
20.0,2067,5481.568584
20.0,2069,5493.377102
19.0,2170,5509.993606
8.0,3087,5533.057993
19.0,2037,5544.525256
21.0,2013,5721.786315
19.0,2240,5738.727207
19.0,2131,5758.215597
21.0,2008,5769.438917
19.0,2040,5780.973832
18.0,3107,5805.111332
21.0,2011,5823.364825
20.0,2146,5835.383782
19.0,2104,5847.081689
21.0,2008,5863.998433
8.0,3188,5886.937011
20.0,2073,5898.367493
19.0,2110,5910.77975
20.0,2528,5930.365729
21.0,2010,6106.447495
14.0,3514,6126.101289
21.0,2013,6147.338265
20.0,2149,6162.950106
20.0,2472,6176.8599
21.0,2013,6188.27321
20.0,2003,6199.616746
21.0,2010,6221.204511
19.0,2379,6236.141829
20.0,2176,6248.63203
19.0,2724,6272.411232
16.0,2349,6289.068161
20.0,2346,6302.416787
17.0,3049,6475.892725
20.0,2131,6487.828787
19.0,2323,6500.906672
20.0,2042,6517.334391
20.0,2099,6539.230821
17.0,3064,6556.50054
19.0,2407,6570.925301
21.0,2012,6593.020454
18.0,2705,6608.197399
19.0,2147,6620.37648
19.0,2592,6638.092494
15.0,3154,6661.300081
20.0,2470,6681.753971
20.0,2051,6838.830994
20.0,2126,6850.800853
20.0,2159,6863.097805
20.0,2008,6880.405473
18.0,2621,6902.554274
20.0,2286,6915.472146
20.0,2123,6927.399209
19.0,2426,6951.428839
19.0,2076,6963.07073
21.0,2015,6974.268475
21.0,1991,6988.905987
21.0,2052,7007.719169
21.0,2010,7018.823845
18.0,2266,7031.578383
19.0,2149,7044.002972
20.0,2187,7248.608097
16.0,2466,7271.162479
20.0,2067,7282.390214
19.0,2147,7294.016986
21.0,2011,7312.450581
20.0,2124,7326.84658
21.0,2013,7337.805957
21.0,2015,7348.767017
19.0,2291,7365.087244
19.0,3793,7397.979825
10.0,3324,7416.116939
20.0,2069,7427.35117
19.0,2444,7440.712973
