#{"t_start": 1572458530.2168128, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,875,207.493707
-21.0,823,442.992978
-20.0,1048,680.528627
-20.0,896,899.491196
-20.0,1129,1138.295336
-20.0,877,1346.345315
-20.0,1006,1577.750828
-19.0,1016,1799.837633
-21.0,852,2007.333096
-19.0,998,2252.300466
-18.0,1411,2505.620881
-18.0,1256,2734.721712
-20.0,1651,3019.747462
-17.0,1572,3289.331752
-20.0,1445,3559.634309
-21.0,1400,3845.427403
-18.0,1886,4176.35361
-9.0,2325,4503.105133
-9.0,2306,4814.634753
-2.0,2853,5145.391361
606822
-20.0,947,299.906371
-19.0,1106,309.635694
-21.0,971,318.15046
-20.0,1078,327.640338
-20.0,1136,340.349039
-21.0,866,353.476121
-20.0,839,362.750446
-20.0,1028,371.824921
-20.0,970,380.410414
-21.0,1002,391.140887
-19.0,930,463.205996
-21.0,822,474.847717
-19.0,1087,486.577833
-20.0,897,494.307693
-20.0,842,501.78327
-20.0,1273,512.862248
-20.0,833,525.704372
-20.0,836,536.737871
-19.0,1177,547.050202
-20.0,863,554.674279
-20.0,839,562.117711
-20.0,868,572.456222
-18.0,1148,588.176013
-20.0,1038,599.377245
-21.0,896,607.101128
-21.0,905,615.094527
-21.0,985,626.773236
-21.0,849,695.488481
-21.0,903,709.032195
-21.0,987,719.666823
-21.0,944,727.869245
-21.0,814,735.062403
-18.0,1147,745.1097
-21.0,943,756.301028
-21.0,818,767.209276
-20.0,914,777.122661
-18.0,1055,786.391849
-19.0,1051,795.578916
-19.0,1100,805.266587
-20.0,971,819.060946
-21.0,969,831.795999
-19.0,1172,843.996816
-21.0,820,851.267648
-21.0,880,915.807476
-21.0,807,925.540991
-21.0,788,938.041488
-19.0,1053,948.188951
-20.0,923,957.229358
-21.0,817,965.237324
-21.0,847,972.728849
-21.0,941,981.959974
-20.0,962,995.209891
-21.0,825,1007.129327
-20.0,985,1015.770765
-21.0,911,1023.786551
-20.0,832,1031.21809
-17.0,1198,1041.700798
-21.0,792,1048.496593
-21.0,946,1059.731339
-21.0,929,1073.378859
-19.0,1114,1146.025822
-20.0,1032,1155.131405
-20.0,945,1163.537379
-19.0,976,1177.730258
-21.0,904,1188.472927
-20.0,873,1197.057891
-18.0,1156,1208.188146
-19.0,1093,1217.789633
-21.0,903,1225.71264
-21.0,786,1232.551024
-21.0,880,1242.961742
-20.0,1067,1257.732106
-21.0,849,1265.342357
-21.0,911,1273.366418
-20.0,990,1282.03574
-20.0,1038,1291.142146
-19.0,979,1368.450318
-19.0,977,1383.826236
-21.0,882,1391.642244
-20.0,982,1400.270711
-21.0,910,1408.222344
-19.0,992,1416.815804
-20.0,871,1424.52443
-19.0,1100,1437.08359
-19.0,1010,1451.611023
-20.0,955,1459.922388
-16.0,1249,1470.942386
-18.0,1105,1484.456751
-19.0,927,1498.147509
-21.0,848,1505.608178
-21.0,1057,1514.844713
-20.0,863,1522.481196
-21.0,865,1592.816655
-20.0,927,1600.931464
-19.0,1130,1610.884389
-17.0,1220,1621.481614
-21.0,1027,1630.402079
-19.0,1011,1639.21212
-20.0,961,1648.550936
-21.0,848,1659.973579
-21.0,882,1671.962289
-20.0,835,1681.071402
-19.0,1099,1690.649059
-19.0,1143,1700.586509
-20.0,1002,1709.359765
-21.0,1080,1725.245443
-18.0,1123,1737.001621
-20.0,900,1744.96677
-21.0,898,1810.402919
-21.0,825,1817.703322
-18.0,1257,1828.746745
-20.0,1122,1846.390583
-19.0,1229,1859.411771
-20.0,901,1867.312873
-20.0,1056,1876.544637
-21.0,961,1885.994493
-18.0,1215,1904.087986
-20.0,950,1912.321403
-20.0,913,1922.179531
-18.0,1150,1932.185698
-20.0,966,1940.674471
-20.0,1098,1950.247599
-20.0,955,1959.667218
-19.0,1055,2042.883563
-20.0,1063,2052.149921
-21.0,988,2060.838005
-21.0,936,2071.007937
-20.0,957,2086.222228
-21.0,880,2094.481627
-19.0,973,2102.984612
-18.0,1395,2115.387788
-19.0,993,2124.069208
-20.0,970,2134.312602
-20.0,903,2148.959577
-20.0,969,2159.247205
-21.0,968,2167.643614
-19.0,1156,2177.886276
-21.0,786,2186.508314
-21.0,988,2202.010986
-21.0,1034,2288.297422
-18.0,1237,2299.66174
-20.0,1079,2309.017853
-20.0,1038,2318.104797
-21.0,1045,2327.272335
-20.0,1011,2336.538143
-20.0,941,2354.256694
-19.0,1337,2367.177006
-20.0,999,2375.992515
-19.0,1084,2385.433932
-19.0,1392,2405.988367
-19.0,1053,2415.193852
-20.0,1103,2424.875994
-19.0,1249,2435.840174
-19.0,1265,2520.355974
-20.0,984,2534.646471
-20.0,1170,2544.78953
-16.0,1356,2556.693637
-21.0,971,2565.108458
-20.0,1015,2573.921742
-19.0,1062,2585.006963
-18.0,1246,2603.453349
-19.0,1140,2613.479147
-18.0,1465,2626.174041
-20.0,1248,2639.976039
-20.0,1210,2656.978081
-16.0,1594,2670.943681
-18.0,1516,2790.191983
-19.0,1305,2801.58446
-20.0,1296,2812.833086
-20.0,1395,2834.125866
-19.0,1420,2846.444502
-18.0,1285,2857.629849
-19.0,1495,2870.609464
-12.0,1951,2891.985362
-20.0,1617,2912.632725
-21.0,1358,2924.456039
-15.0,1901,3051.4491
-14.0,1622,3065.617342
-12.0,1975,3091.912646
-17.0,1685,3106.320877
-18.0,1574,3121.788524
-19.0,1680,3145.440994
-19.0,1516,3158.545191
-13.0,1959,3175.578244
-20.0,1533,3189.806751
-19.0,1477,3211.913241
-10.0,2237,3347.908804
-18.0,1704,3372.761371
-14.0,2006,3390.254534
-9.0,2464,3412.523897
-9.0,2488,3442.543736
-21.0,1791,3458.175425
-9.0,2541,3483.994952
-14.0,2177,3637.161764
-9.0,2104,3658.238219
-20.0,1552,3678.210079
-7.0,2311,3698.24123
-7.0,2182,3720.179464
-16.0,1875,3742.821871
-8.0,2011,3760.316214
1.0,3062,3934.494377
-18.0,1742,3949.673826
-7.0,2501,3982.635078
-16.0,1671,3997.163096
-12.0,2108,4015.457505
-18.0,1589,4037.516316
-20.0,1627,4051.675114
-2.0,2917,4078.162841
-3.0,2659,4245.192761
