#{"t_start": 1572458530.2524962, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,891,208.213521
-20.0,841,443.774261
-21.0,842,670.628125
-21.0,913,900.246308
-20.0,964,1130.52831
-21.0,824,1343.403735
-20.0,854,1570.090038
-20.0,1004,1799.175796
-20.0,962,2013.497274
-21.0,845,2243.267855
-20.0,1146,2491.903586
-17.0,1489,2746.469744
-17.0,1570,3015.696715
-15.0,1855,3303.207446
-20.0,1407,3557.839981
-10.0,2517,3904.994836
-10.0,2211,4193.254903
-15.0,1798,4473.560594
-13.0,1779,4787.23908
-4.0,2729,5138.161815
