#{"t_start": 1572458530.340395, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,1065,217.005085
-21.0,851,444.245557
-20.0,892,673.059433
-21.0,1029,905.652601
-20.0,1060,1134.845469
-18.0,1059,1355.115393
-21.0,904,1571.939639
-19.0,1043,1800.815221
-18.0,1169,2024.991256
-18.0,1035,2254.408329
-20.0,1022,2485.662645
-15.0,1693,2757.540307
-21.0,1264,2999.651346
-17.0,1820,3301.230634
-16.0,1844,3579.355634
-6.0,2483,3902.56274
-3.0,2526,4209.887803
-3.0,2705,4521.555632
-8.0,2436,4820.429818
-4.0,2781,5140.944156
282.79365
-20.0,835,293.162295
-21.0,908,301.154997
-21.0,1004,309.988509
-19.0,1002,318.832499
-20.0,836,326.032927
-21.0,879,334.699076
-20.0,995,349.04794
-21.0,961,361.241623
-20.0,1065,370.629107
-21.0,1000,379.484545
-20.0,835,388.077382
-20.0,839,400.303553
-21.0,850,471.936412
-21.0,778,480.749945
-21.0,815,488.014831
-21.0,821,495.225051
-21.0,900,503.01315
-18.0,1183,514.312197
-20.0,863,527.458873
-20.0,899,538.110913
-19.0,1233,548.977846
-20.0,886,556.779737
-20.0,839,564.088871
-20.0,899,577.126127
-20.0,1035,589.555409
-20.0,1047,600.72563
-19.0,1144,610.741215
-21.0,1000,621.003851
-21.0,804,633.532371
-20.0,926,701.827805
-20.0,924,712.809555
-21.0,850,722.176769
-20.0,863,729.817406
-21.0,907,737.676716
-20.0,919,745.634966
-21.0,859,756.124457
-21.0,843,767.262313
-20.0,915,777.180693
-20.0,964,785.679749
-21.0,904,793.591267
-19.0,1006,802.352159
-21.0,820,812.446286
-21.0,866,826.667759
-20.0,925,834.832365
-20.0,941,844.990319
-21.0,994,853.826249
-20.0,985,921.993202
-20.0,886,933.444601
-20.0,842,943.589733
-20.0,896,951.424676
-21.0,882,961.032314
-21.0,940,969.341998
-21.0,759,975.881823
-20.0,874,986.478525
-21.0,759,997.869961
-18.0,1119,1010.459787
-20.0,1000,1019.263246
-20.0,832,1026.594589
-20.0,1021,1035.626453
-21.0,883,1043.369295
-21.0,843,1050.753298
-19.0,967,1062.093069
-19.0,1025,1079.409011
-21.0,1068,1148.932036
-20.0,1036,1158.026052
-20.0,1126,1170.757735
-20.0,908,1184.332155
-20.0,961,1192.726055
-21.0,841,1201.986643
-21.0,937,1210.259478
-20.0,840,1217.662747
-17.0,1196,1228.1802
-20.0,952,1239.179615
-20.0,951,1251.517801
-19.0,1048,1262.205517
-20.0,1067,1271.65902
-20.0,901,1279.569076
-20.0,956,1287.974858
-20.0,923,1299.407004
-20.0,1018,1378.483
-21.0,865,1388.044539
-19.0,994,1396.771612
-20.0,839,1404.202713
-20.0,956,1412.538152
-20.0,926,1420.687358
-21.0,937,1429.90583
-21.0,883,1442.363481
-19.0,1033,1454.227074
-20.0,962,1462.700499
-21.0,1024,1471.695302
-20.0,1084,1485.032408
-21.0,926,1498.746044
-20.0,903,1506.646593
-20.0,951,1514.988701
-20.0,885,1522.821861
-21.0,943,1593.785387
-20.0,897,1601.712548
-21.0,929,1609.786236
-20.0,894,1617.570947
-20.0,975,1626.036852
-20.0,956,1634.381424
-21.0,841,1641.704754
-19.0,1135,1654.476358
-21.0,967,1669.414132
-21.0,971,1679.707523
-19.0,1022,1688.571752
-19.0,913,1696.557436
-18.0,1132,1706.457144
-20.0,1024,1718.063389
-21.0,937,1731.818764
-20.0,850,1739.31566
-21.0,807,1746.473838
-20.0,1044,1813.315867
-20.0,1097,1822.958246
-18.0,1201,1837.114039
-21.0,790,1850.494861
-20.0,1036,1859.51217
-19.0,1119,1869.254899
-21.0,829,1876.580541
-20.0,1035,1887.616026
-20.0,908,1900.638695
-21.0,907,1910.007556
-21.0,856,1919.370859
-20.0,860,1926.752465
-19.0,1025,1935.702508
-21.0,1017,1944.556369
-21.0,995,1953.338916
-18.0,1195,1967.884106
-17.0,1365,2050.734542
-20.0,961,2059.230348
-20.0,1025,2069.194866
