#{"t_start": 1572458530.50744, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,822,205.008955
-20.0,834,443.163923
-20.0,1004,678.064785
-21.0,823,895.285209
-21.0,822,1122.32994
-21.0,819,1342.848735
-20.0,941,1573.706419
-20.0,974,1797.539892
-21.0,881,2008.583029
-21.0,907,2246.386232
-21.0,945,2482.213562
-19.0,1560,2749.750211
-19.0,1375,3005.995702
-19.0,1486,3284.831898
-9.0,2253,3600.319628
-20.0,1398,3845.032709
-21.0,1509,4154.440292
-6.0,2309,4502.013178
-7.0,2312,4814.622601
2.0,3034,5155.78245
