#{"t_start": 1572458529.6361432, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,763,203.021726
-19.0,1121,459.677742
-21.0,929,675.506213
-21.0,876,898.868835
-19.0,1020,1133.857757
-20.0,868,1346.297015
-19.0,1140,1584.935484
-21.0,814,1788.786292
-20.0,998,2016.210504
-19.0,1139,2260.876042
-20.0,1111,2490.988246
-20.0,1085,2726.671017
-18.0,1725,3024.351903
-20.0,1439,3283.23508
-20.0,1512,3563.422199
-9.0,2336,3895.4254
-21.0,1276,4144.521529
-10.0,2189,4496.750158
-4.0,2642,4831.039068
-6.0,2337,5119.137923
03,287.137687
-19.0,943,296.386018
-20.0,912,304.404036
-21.0,820,311.621029
-19.0,933,319.858557
-20.0,923,327.955547
-21.0,1093,340.26939
-21.0,777,352.587683
-20.0,1034,363.587276
-20.0,952,372.027695
-21.0,823,379.328295
-21.0,820,387.524937
-21.0,820,398.921125
-21.0,897,471.896624
-20.0,1010,482.772538
-20.0,1135,492.745427
-21.0,839,500.186738
-21.0,790,507.146119
-20.0,876,516.596764
-18.0,1176,534.30666
-20.0,926,542.406691
-21.0,1033,551.454629
-20.0,997,560.277006
-19.0,963,571.484158
-20.0,987,585.756025
-20.0,986,594.4603
-21.0,787,603.342003
-20.0,914,611.378142
-20.0,1035,623.001324
-21.0,973,693.185324
-20.0,1200,709.524599
-19.0,1004,720.288721
-20.0,1006,729.135929
-21.0,943,737.245039
-19.0,995,745.989397
-20.0,955,757.311558
-21.0,899,770.747319
-20.0,1224,781.541259
-21.0,777,788.300991
-21.0,780,795.212065
-21.0,959,803.639549
-21.0,848,813.860093
-21.0,970,829.073591
-20.0,841,838.352367
-21.0,905,846.309607
-20.0,850,853.894253
-20.0,862,920.063725
-21.0,800,929.818936
-20.0,927,942.570419
-21.0,971,951.080687
-21.0,945,961.248058
-19.0,931,969.450489
-19.0,1038,978.63143
-21.0,795,988.434741
-21.0,848,1003.407382
-21.0,903,1011.249203
-21.0,866,1018.870245
-20.0,942,1027.152838
-21.0,777,1034.039118
-21.0,973,1042.602428
-20.0,1125,1053.354126
-20.0,1015,1065.103601
-21.0,847,1079.922883
-20.0,1033,1149.195662
-20.0,1036,1158.259877
-20.0,896,1167.116099
-21.0,790,1179.621901
-21.0,805,1188.630826
-21.0,851,1196.955292
-19.0,1008,1206.707959
-21.0,818,1213.915117
-20.0,897,1221.817634
-19.0,993,1230.508709
-20.0,983,1241.861272
-21.0,897,1255.221431
-21.0,985,1263.959537
-20.0,1019,1272.876744
-20.0,917,1280.913897
-21.0,924,1289.046336
-21.0,913,1300.846815
-21.0,934,1378.766301
-21.0,931,1388.863004
-20.0,902,1396.792354
-19.0,1239,1407.685238
-19.0,950,1415.974599
-19.0,1065,1425.378177
-21.0,934,1435.527134
-21.0,817,1449.194282
-20.0,835,1456.607182
-21.0,828,1463.868568
-20.0,1113,1473.593365
-19.0,1192,1489.358912
-18.0,1256,1504.559155
-20.0,961,1513.01617
-19.0,1076,1522.45863
-18.0,1075,1594.604386
-20.0,915,1602.672578
-21.0,841,1610.021815
-21.0,876,1617.599828
-21.0,807,1624.623049
-18.0,1127,1634.451967
-17.0,1126,1644.363203
-21.0,941,1655.318503
-19.0,1131,1671.611315
-20.0,941,1681.694295
-20.0,957,1690.049548
-21.0,912,1698.026231
-19.0,935,1706.201602
-19.0,1028,1717.806484
-20.0,974,1731.908923
-21.0,781,1738.806072
-20.0,861,1746.433901
-21.0,870,1811.680444
-19.0,963,1820.075641
-21.0,851,1827.684736
-19.0,1038,1842.766154
-20.0,840,1854.16637
-21.0,785,1861.01936
-20.0,960,1869.385662
-19.0,1029,1878.496005
-17.0,1328,1892.891494
-19.0,1072,1907.971232
-19.0,1049,1918.956738
-21.0,866,1926.420415
-21.0,902,1934.348086
-21.0,843,1941.74249
-19.0,970,1950.189112
-19.0,965,1959.706212
-19.0,1053,2042.890602
-17.0,1329,2054.599443
-20.0,947,2062.946766
-20.0,973,2074.277595
-20.0,991,2089.366818
-20.0,1127,2099.263369
-20.0,987,2107.936401
-19.0,993,2116.727705
-16.0,1219,2127.318964
-19.0,1223,2144.642815
-21.0,1054,2156.616627
-19.0,1265,2168.830574
-19.0,1159,2178.978391
-21.0,981,2190.861304
-18.0,1326,2284.905546
-21.0,823,2292.742612
-21.0,866,2300.261498
-18.0,1242,2311.085409
-18.0,1293,2322.351092
-20.0,1102,2331.973455
-19.0,1076,2347.511947
-20.0,1009,2361.473933
-19.0,1054,2370.748692
-21.0,888,2378.43088
-19.0,1286,2391.496344
-19.0,1136,2408.074912
-19.0,1135,2417.956184
-19.0,957,2426.377273
-21.0,1073,2435.751014
-17.0,1385,2521.765567
-19.0,1318,2538.502553
-20.0,1153,2548.611001
-20.0,1020,2557.595455
-17.0,1572,2571.200819
-21.0,928,2579.276522
-18.0,1126,2592.802982
-20.0,1155,2608.533778
-14.0,1468,2621.35111
-16.0,1525,2636.410364
-17.0,1330,2655.631978
-16.0,1446,2668.223639
-17.0,1400,2786.47797
-20.0,1316,2798.0206
-18.0,1579,2811.731893
-12.0,1898,2837.339172
-18.0,1651,2851.731154
-16.0,1463,2864.451217
-12.0,1923,2882.887348
-16.0,1797,2907.711824
-19.0,1668,2922.28223
-18.0,1559,3046.384336
-20.0,1146,3056.348184
-17.0,1536,3069.685706
-21.0,1407,3090.129838
-14.0,2017,3108.494262
-19.0,1579,3123.881498
-15.0,1891,3149.303741
-20.0,1387,3161.433628
-14.0,1865,3177.437112
-21.0,1435,3191.80882
-20.0,1540,3330.015606
-5.0,2578,3354.710137
-21.0,1383,3374.64909
-20.0,1477,3387.535088
-18.0,1740,3402.5736
-21.0,1331,3416.917088
-8.0,2066,3441.350771
-11.0,2066,3459.437737
-5.0,2330,3483.330343
-19.0,1714,3632.466409
-20.0,1625,3646.623018
-17.0,1710,3668.35614
-20.0,1541,3684.123606
-11.0,2180,3703.028497
-9.0,2230,3730.051846
-6.0,2395,3752.644363
-21.0,1283,3763.714398
-9.0,2250,3930.919725
-8.0,2157,3949.623957
-19.0,1833,3970.27959
-20.0,1507,3989.949527
-5.0,2455,4011.132348
-20.0,1619,4029.883934
-19.0,1994,4050.837054
-10.0,2323,4070.843565
-19.0,1519,4226.183461
-9.0,2273,4254.285657
-1.0,2711,4277.742577
-17.0,1550,4291.295384
-5.0,2773,4324.633979
-3.0,2504,4346.319921
-14.0,1883,4366.429732
-2.0,2693,4552.93739
-7.0,2411,4575.719648
-11.0,2016,4599.624579
-12.0,2012,4618.883612
-9.0,2466,4640.236717
-9.0,2258,4659.861125
-10.0,1963,4687.084918
-10.0,2232,4845.466412
-10.0,2212,4870.679834
-3.0,3053,4899.907205
-8.0,2282,4927.958747
-7.0,2482,4949.432678
-9.0,2258,4978.354825
