#{"t_start": 1572458529.848687, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,1061,217.335667
-21.0,912,448.138318
-19.0,943,675.882529
-20.0,899,899.984014
-21.0,763,1119.515572
-19.0,1127,1359.624994
-19.0,1162,1585.856169
-20.0,891,1793.713448
-18.0,1125,2022.910292
-18.0,1486,2278.32054
-21.0,892,2480.91894
-16.0,1373,2741.044714
-20.0,1444,3009.788693
-16.0,1761,3298.801345
-20.0,1427,3559.191728
-7.0,2159,3884.744206
-19.0,1440,4152.279947
-6.0,2423,4507.787875
-8.0,1999,4799.629551
-7.0,2428,5123.186909
