#{"t_start": 1572458530.293613, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,1004,213.854683
-21.0,853,444.395651
-19.0,957,676.075387
-20.0,923,900.651094
-20.0,952,1129.903413
-20.0,929,1348.850891
-20.0,1016,1578.170544
-20.0,892,1793.326971
-19.0,1071,2018.825533
-18.0,1357,2270.619762
-19.0,1154,2492.180292
-19.0,1223,2733.130175
-16.0,1619,3017.906833
-14.0,2020,3312.241356
-9.0,2245,3599.970906
-20.0,1535,3852.479034
-20.0,1607,4160.633572
-7.0,2324,4502.985865
-9.0,2196,4808.585636
-4.0,2937,5150.948601
