#{"t_start": 1572458530.045778, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,988,213.428185
-21.0,909,447.813972
-20.0,891,673.299605
-20.0,925,901.009977
-21.0,1030,1133.950399
-19.0,975,1351.414302
-20.0,927,1573.487991
-20.0,843,1790.462872
-21.0,1146,2023.807324
-21.0,778,2240.012581
-19.0,1203,2495.03511
-16.0,1944,2772.055086
-13.0,2101,3041.504257
-18.0,1719,3296.633927
-20.0,1507,3562.847756
-20.0,1580,3855.523773
-21.0,1513,4155.234379
-9.0,2375,4505.569996
-8.0,2276,4813.384091
-2.0,3073,5158.478287
012,286.56373
-20.0,859,295.241339
-21.0,821,302.43738
-21.0,885,310.212607
-19.0,1290,321.497431
-21.0,848,328.995287
-20.0,1117,341.59326
-21.0,819,354.271983
-20.0,1014,365.096996
-21.0,819,372.330091
-20.0,1066,381.788006
-21.0,883,391.43614
-21.0,905,463.433637
-21.0,778,474.5143
-20.0,887,484.360604
-20.0,836,491.736243
-20.0,875,499.436912
-20.0,922,507.61334
-17.0,1293,523.41177
-21.0,820,535.251207
-21.0,1090,544.837211
-20.0,953,553.234156
-21.0,820,560.455305
-19.0,992,571.903509
-19.0,992,586.228322
-21.0,948,594.625936
-20.0,1014,605.519237
-18.0,1053,614.736119
-20.0,896,625.596288
-20.0,955,695.256858
-19.0,965,709.41047
-21.0,819,718.317211
-19.0,931,726.58124
-21.0,1017,735.545178
-20.0,895,743.47252
-21.0,881,752.155272
-20.0,960,765.315529
-20.0,937,776.349994
-19.0,1059,785.644629
-21.0,966,794.140313
-21.0,819,801.184698
-21.0,928,812.28406
-19.0,1083,828.315314
-21.0,818,836.54355
-21.0,972,846.047381
-20.0,1015,855.037161
-21.0,790,921.544081
-20.0,1020,934.142398
-21.0,785,943.833164
-19.0,934,952.012451
-20.0,917,961.866476
-20.0,1063,971.167165
-21.0,824,978.562338
-21.0,761,988.019033
-21.0,972,1004.200831
-20.0,893,1011.972801
-20.0,913,1019.902857
-21.0,839,1027.305863
-20.0,974,1035.921672
-20.0,988,1044.550456
-21.0,891,1053.299799
-21.0,852,1062.706695
-21.0,839,1077.439406
-21.0,822,1145.615951
-20.0,1064,1155.027094
-21.0,855,1162.663648
-20.0,918,1174.459105
-21.0,908,1187.016197
-21.0,868,1194.657557
-21.0,837,1203.886236
-19.0,1154,1214.040476
-19.0,944,1222.354378
-20.0,883,1230.045846
-19.0,916,1240.81421
-21.0,881,1253.923759
-21.0,819,1261.243365
-20.0,937,1269.558789
-20.0,958,1278.025716
-19.0,1035,1287.075629
-21.0,824,1294.63441
-20.0,1004,1373.564849
-20.0,887,1386.33069
-21.0,944,1394.657683
-19.0,1013,1403.519375
-21.0,1035,1412.58611
-20.0,911,1420.606034
-19.0,1197,1433.093046
-18.0,1104,1449.248405
-21.0,849,1456.791961
-20.0,852,1464.229646
-19.0,1119,1474.058096
-21.0,898,1485.851412
-20.0,976,1499.910945
-21.0,911,1507.915319
-20.0,984,1516.50359
-20.0,1036,1525.587897
-20.0,840,1595.701113
-20.0,874,1603.441383
-20.0,834,1610.808437
-21.0,781,1617.49887
-20.0,1039,1626.546418
-19.0,1118,1636.23764
-20.0,834,1643.663284
-20.0,840,1653.630712
-19.0,1046,1669.368252
-18.0,1040,1680.279361
-21.0,972,1688.744185
-19.0,1144,1698.728189
-20.0,883,1706.445585
-20.0,1005,1717.867048
-20.0,980,1732.032924
-21.0,847,1739.508027
-20.0,982,1748.138817
-19.0,933,1814.052453
-20.0,1048,1823.270683
-20.0,910,1832.180637
-20.0,906,1847.752956
-20.0,1078,1858.689678
-19.0,933,1866.842833
-20.0,836,1874.059289
-19.0,1064,1883.473082
-20.0,976,1896.781887
-21.0,849,1907.908792
-21.0,906,1915.725865
-20.0,957,1925.932961
-20.0,867,1933.560081
-20.0,1052,1942.769799
-19.0,1020,1951.683013
-21.0,981,1963.319688
-21.0,937,2043.570731
-20.0,1060,2052.811626
-20.0,917,2060.779465
-21.0,852,2069.246044
-18.0,1064,2086.476774
-21.0,910,2094.885731
-21.0,927,2102.995227
-19.0,1036,2112.085918
-19.0,1286,2123.405471
-18.0,1132,2135.30321
-20.0,945,2150.229174
-21.0,941,2160.337217
-19.0,1090,2169.906686
-19.0,1204,2180.348062
-19.0,1110,2196.652376
-19.0,1145,2285.85225
-19.0,1052,2295.731053
-18.0,1299,2307.032332
-20.0,895,2314.886813
-21.0,961,2323.264903
-20.0,1075,2332.653512
-18.0,1181,2351.166175
-19.0,1224,2364.801761
-20.0,1048,2374.009279
-19.0,1120,2383.760518
-21.0,857,2394.027147
-20.0,978,2408.300014
-19.0,1287,2419.485254
-20.0,1001,2428.242448
-20.0,1035,2437.348862
-18.0,1131,2520.703788
-19.0,1320,2537.803269
-19.0,1147,2547.918128
-20.0,1327,2559.562895
-19.0,1323,2571.043489
-19.0,1098,2580.624897
-19.0,1212,2597.287149
-19.0,1252,2611.439261
-18.0,1434,2623.983248
-20.0,1148,2634.498818
-19.0,1338,2655.003676
