#{"t_start": 1572417113.0186584, "env_id": "PongNoFrameskip-v4"}
r,l,t
-15.0,2534,2236.778639
20.0,1668,4478.47147
20.0,1693,6712.59648
20.0,1676,8943.609318
21.0,1641,11168.286632
21.0,1639,13394.317595
21.0,1630,15621.453857
21.0,1631,17851.863264
21.0,1633,20077.634542
21.0,1632,22303.457697
21.0,1629,24521.23544
21.0,1629,26748.333674
21.0,1632,28979.522396
21.0,1634,31352.6904
21.0,1628,33733.348588
21.0,1630,36112.147468
21.0,1626,38497.975622
21.0,1630,40868.022971
21.0,1631,43261.585799
