#{"t_start": 1572417112.763478, "env_id": "PongNoFrameskip-v4"}
r,l,t
-11.0,2658,2242.927298
19.0,1705,4480.761171
20.0,1697,6713.14263
20.0,1675,8943.797594
21.0,1636,11168.122276
20.0,1665,13395.923235
21.0,1632,15621.84134
21.0,1636,17852.452143
21.0,1626,20077.363251
21.0,1628,22303.390309
21.0,1631,24521.697717
21.0,1626,26748.373288
20.0,1661,28980.850981
21.0,1629,31352.589295
21.0,1630,33733.768026
21.0,1631,36112.51937
21.0,1625,38498.126615
20.0,1682,40871.290662
21.0,1633,43261.951058
