#{"t_start": 1572417112.2940624, "env_id": "PongNoFrameskip-v4"}
r,l,t
-11.0,2661,2243.604675
20.0,1670,4479.316775
20.0,1694,6713.377887
20.0,1718,8946.311911
21.0,1637,11168.631537
20.0,1669,13396.619444
21.0,1633,15622.363797
21.0,1625,17852.198619
21.0,1625,20077.746051
21.0,1627,22303.738935
21.0,1628,24521.832167
21.0,1631,26749.195778
21.0,1632,28980.236432
21.0,1628,31352.923163
21.0,1627,33733.958813
21.0,1631,36112.988377
21.0,1631,38499.03708
20.0,1683,40871.805944
21.0,1630,43262.227801
