#{"t_start": 1572417113.1481736, "env_id": "PongNoFrameskip-v4"}
r,l,t
-17.0,2065,2215.836498
19.0,1732,4482.014526
20.0,1694,6712.562299
20.0,1676,8943.483623
21.0,1642,11168.257552
20.0,1668,13395.728856
21.0,1626,15621.085704
21.0,1632,17851.814488
21.0,1628,20077.123613
21.0,1633,22303.388165
21.0,1632,24521.386278
21.0,1627,26748.095151
21.0,1630,28979.28685
21.0,1632,31352.399197
21.0,1628,33733.225049
21.0,1632,36112.248437
21.0,1633,38498.317867
21.0,1630,40867.895644
21.0,1635,43261.86499
