#{"t_start": 1572417113.181195, "env_id": "PongNoFrameskip-v4"}
r,l,t
-11.0,2657,2242.434685
19.0,1736,4482.163983
20.0,1693,6712.393394
20.0,1665,8942.816835
21.0,1639,11167.917966
21.0,1633,13393.708591
21.0,1630,15621.300788
21.0,1630,17851.595501
21.0,1636,20077.682739
21.0,1631,22303.185667
21.0,1629,24521.066271
21.0,1631,26748.344848
21.0,1627,28979.069935
21.0,1627,31351.985709
21.0,1629,33733.266557
20.0,1661,36114.079054
21.0,1625,38497.734638
20.0,1678,40870.600908
21.0,1636,43261.9675
