#{"t_start": 1572417112.8801885, "env_id": "PongNoFrameskip-v4"}
r,l,t
-16.0,2036,2214.358723
20.0,1759,4483.531188
20.0,1710,6714.000677
20.0,1715,8945.556163
21.0,1640,11168.352205
21.0,1628,13393.618773
21.0,1633,15621.800691
21.0,1633,17852.145683
21.0,1627,20077.339341
21.0,1627,22303.193457
21.0,1631,24521.596081
21.0,1634,26748.867917
21.0,1627,28979.377824
21.0,1630,31352.55545
21.0,1625,33733.239891
21.0,1629,36112.17652
21.0,1625,38498.045065
20.0,1684,40871.304618
21.0,1625,43261.232912
