#{"t_start": 1572417112.8269794, "env_id": "PongNoFrameskip-v4"}
r,l,t
-16.0,2035,2214.271922
20.0,1686,4479.643905
20.0,1696,6713.021424
20.0,1751,8947.286061
21.0,1639,11168.259257
20.0,1773,13401.028525
21.0,1630,15621.623146
21.0,1634,17852.259972
21.0,1630,20077.601622
21.0,1630,22303.439153
21.0,1626,24521.184655
21.0,1636,26749.037941
21.0,1629,28979.526565
21.0,1628,31352.393053
21.0,1627,33733.435133
21.0,1634,36112.758101
21.0,1628,38498.27444
21.0,1628,40868.052502
21.0,1633,43261.883535
