#{"t_start": 1572417112.8037333, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,2003,2212.204834
19.0,1736,4482.541229
20.0,1694,6712.897932
20.0,1753,8947.459193
21.0,1638,11168.213774
20.0,1771,13400.948328
21.0,1630,15621.662991
21.0,1636,17852.433746
21.0,1630,20077.653851
21.0,1631,22303.566646
21.0,1630,24521.540737
21.0,1629,26748.55514
21.0,1631,28979.681989
21.0,1629,31352.546432
21.0,1630,33733.712036
21.0,1632,36112.589134
21.0,1629,38498.371011
21.0,1633,40868.504312
21.0,1627,43261.457227
