#{"t_start": 1572417112.9150968, "env_id": "PongNoFrameskip-v4"}
r,l,t
-17.0,2062,2215.926686
20.0,1714,4481.180347
20.0,1699,6713.158548
20.0,1667,8943.206849
21.0,1640,11168.297699
20.0,1776,13401.101245
21.0,1630,15621.563208
21.0,1630,17851.864012
21.0,1632,20077.678191
21.0,1631,22303.451619
21.0,1634,24521.716212
21.0,1631,26748.600013
21.0,1632,28979.625743
21.0,1629,31352.430072
21.0,1629,33733.53301
21.0,1637,36112.950892
21.0,1630,38498.343391
21.0,1632,40868.294334
21.0,1628,43261.453732
