#{"t_start": 1572298049.6066413, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,779,280.347115
-16.0,1957,625.509932
-20.0,1657,964.055368
2.0,4338,1512.40076
4.0,3989,1937.89365
6.0,3077,2350.473001
20.0,1738,2682.5184
19.0,1877,3041.333213
19.0,1875,3392.517315
20.0,1860,3740.206601
21.0,1675,4069.550909
21.0,1705,4414.513175
21.0,1673,4744.659868
19.0,2429,5125.419784
19.0,1917,5449.103471
21.0,2250,5807.155359
20.0,1764,6126.020098
18.0,2010,6482.371515
21.0,2254,6841.380813
21.0,1732,7160.10331
21.0,1669,7501.395411
21.0,1730,7845.756552
21.0,2254,8216.127045
21.0,1726,8533.822625
21.0,1675,8880.736932
21.0,1673,9218.113345
21.0,2253,9588.500159
21.0,2252,9941.374365
21.0,1729,10259.549387
21.0,1728,10606.827258
21.0,1672,10947.107687
21.0,1669,11293.286781
21.0,1668,11636.761984
21.0,1729,11983.439281
21.0,1668,12325.907816
21.0,1675,12669.457868
21.0,1726,13014.547666
21.0,1674,13355.045908
21.0,2018,13715.228379
