#{"t_start": 1572298048.5266836, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,820,283.249354
-21.0,1382,599.080952
-19.0,1908,978.034747
3.0,3639,1479.001866
-13.0,2762,1879.057617
14.0,3217,2358.467701
17.0,2177,2704.809427
17.0,1883,3042.667158
15.0,2051,3402.085506
21.0,1668,3731.263213
19.0,2225,4098.270519
21.0,1672,4414.027133
21.0,2250,4775.349496
21.0,1726,5091.985308
21.0,1669,5436.933845
21.0,1669,5780.303066
20.0,2190,6148.793898
20.0,2245,6495.053936
20.0,1717,6815.5887
21.0,1671,7158.141058
21.0,1674,7502.756804
21.0,1673,7844.158514
20.0,1798,8193.144461
21.0,1670,8532.398015
21.0,2253,8909.523489
21.0,1668,9218.916052
21.0,1729,9564.353853
21.0,1672,9914.411793
21.0,1671,10257.77348
21.0,1728,10607.892468
21.0,2254,10976.767558
21.0,1730,11297.780483
21.0,1670,11637.984824
21.0,1673,11982.166892
21.0,1669,12327.048126
21.0,1731,12673.380026
21.0,1668,13012.564277
21.0,1727,13358.673016
21.0,1673,13700.69063
